protein	number_letter	length	group	letter
vdp2013_S4_241	10	59	Hs_ps31	E
vdp2013_S4_241	21	59	Hs_ps31	H
vdp2013_S4_241	28	59	Hs_ps31	L
vdp2013_S4_536	19	49	Hs_ps31	E
vdp2013_S4_536	10	49	Hs_ps31	H
vdp2013_S4_536	20	49	Hs_ps31	L
vdp2013_S4_247	11	59	Hs_ps31	E
vdp2013_S4_247	6	59	Hs_ps31	H
vdp2013_S4_247	42	59	Hs_ps31	L
vdp2013_S4_530	3	53	Hs_ps31	E
vdp2013_S4_530	25	53	Hs_ps31	H
vdp2013_S4_530	25	53	Hs_ps31	L
vdp2013_S4_245	19	48	Hs_ps31	E
vdp2013_S4_245	0	48	Hs_ps31	H
vdp2013_S4_245	29	48	Hs_ps31	L
vdp2013_S4_532	0	40	Hs_ps31	E
vdp2013_S4_532	35	40	Hs_ps31	H
vdp2013_S4_532	5	40	Hs_ps31	L
vdp2013_S4_249	32	42	Hs_ps31	E
vdp2013_S4_249	0	42	Hs_ps31	H
vdp2013_S4_249	10	42	Hs_ps31	L
vdp2013_S4_248	44	84	Hs_ps31	E
vdp2013_S4_248	0	84	Hs_ps31	H
vdp2013_S4_248	40	84	Hs_ps31	L
vdp2013_S4_539	3	42	Hs_ps31	E
vdp2013_S4_539	21	42	Hs_ps31	H
vdp2013_S4_539	18	42	Hs_ps31	L
vdp2013_S4_538	0	47	Hs_ps31	E
vdp2013_S4_538	37	47	Hs_ps31	H
vdp2013_S4_538	10	47	Hs_ps31	L
None_protein63740	12	45	Hs_igen	E
None_protein63740	0	45	Hs_igen	H
None_protein63740	33	45	Hs_igen	L
ENSP00000388454	6	100	Hs_ps1-2	E
ENSP00000388454	9	100	Hs_ps1-2	H
ENSP00000388454	85	100	Hs_ps1-2	L
ENSP00000341368	2	1188	Hs_ps13-17	E
ENSP00000341368	3	1188	Hs_ps13-17	H
ENSP00000341368	1183	1188	Hs_ps13-17	L
ENSP00000361397	0	741	Hs_ps13-17	E
ENSP00000361397	0	741	Hs_ps13-17	H
ENSP00000361397	741	741	Hs_ps13-17	L
Hs_rnd_gnm2_740347	0	54	Hs_rand	E
Hs_rnd_gnm2_740347	10	54	Hs_rand	H
Hs_rnd_gnm2_740347	44	54	Hs_rand	L
ENSP00000256593	18	218	Hs_ps1-2	E
ENSP00000256593	117	218	Hs_ps1-2	H
ENSP00000256593	83	218	Hs_ps1-2	L
None_protein865762	2	72	Hs_igen	E
None_protein865762	54	72	Hs_igen	H
None_protein865762	16	72	Hs_igen	L
vdp2013_S4_69	10	55	Hs_ps31	E
vdp2013_S4_69	30	55	Hs_ps31	H
vdp2013_S4_69	15	55	Hs_ps31	L
Hs_rnd_gnm3_921191	13	65	Hs_rand	E
Hs_rnd_gnm3_921191	20	65	Hs_rand	H
Hs_rnd_gnm3_921191	32	65	Hs_rand	L
vdp2013_S4_62	2	75	Hs_ps31	E
vdp2013_S4_62	66	75	Hs_ps31	H
vdp2013_S4_62	7	75	Hs_ps31	L
vdp2013_S4_63	9	50	Hs_ps31	E
vdp2013_S4_63	23	50	Hs_ps31	H
vdp2013_S4_63	18	50	Hs_ps31	L
vdp2013_S4_60	2	52	Hs_ps31	E
vdp2013_S4_60	32	52	Hs_ps31	H
vdp2013_S4_60	18	52	Hs_ps31	L
vdp2013_S4_66	0	76	Hs_ps31	E
vdp2013_S4_66	37	76	Hs_ps31	H
vdp2013_S4_66	39	76	Hs_ps31	L
vdp2013_S4_67	8	45	Hs_ps31	E
vdp2013_S4_67	13	45	Hs_ps31	H
vdp2013_S4_67	24	45	Hs_ps31	L
vdp2013_S4_65	7	156	Hs_ps31	E
vdp2013_S4_65	119	156	Hs_ps31	H
vdp2013_S4_65	30	156	Hs_ps31	L
ENSP00000357736	0	98	Hs_ps20-21	E
ENSP00000357736	0	98	Hs_ps20-21	H
ENSP00000357736	98	98	Hs_ps20-21	L
ENSP00000357737	0	73	Hs_ps31	E
ENSP00000357737	0	73	Hs_ps31	H
ENSP00000357737	73	73	Hs_ps31	L
ENSP00000367197	0	276	Hs_ps1-2	E
ENSP00000367197	170	276	Hs_ps1-2	H
ENSP00000367197	106	276	Hs_ps1-2	L
None_protein222692	8	50	Hs_igen	E
None_protein222692	0	50	Hs_igen	H
None_protein222692	42	50	Hs_igen	L
ENSP00000357733	0	116	Hs_ps20-21	E
ENSP00000357733	0	116	Hs_ps20-21	H
ENSP00000357733	116	116	Hs_ps20-21	L
ENSP00000337034	64	669	Hs_ps1-2	E
ENSP00000337034	41	669	Hs_ps1-2	H
ENSP00000337034	564	669	Hs_ps1-2	L
Hs_rnd_gnm8_314520	0	40	Hs_rand	E
Hs_rnd_gnm8_314520	23	40	Hs_rand	H
Hs_rnd_gnm8_314520	17	40	Hs_rand	L
ENSP00000206020	7	227	Hs_ps1-2	E
ENSP00000206020	120	227	Hs_ps1-2	H
ENSP00000206020	100	227	Hs_ps1-2	L
None_protein600732	37	69	Hs_igen	E
None_protein600732	0	69	Hs_igen	H
None_protein600732	32	69	Hs_igen	L
ENSP00000337448	11	358	Hs_ps1-2	E
ENSP00000337448	166	358	Hs_ps1-2	H
ENSP00000337448	181	358	Hs_ps1-2	L
None_protein70322	6	65	Hs_igen	E
None_protein70322	23	65	Hs_igen	H
None_protein70322	36	65	Hs_igen	L
Hs_rnd_gnm10_706797	24	81	Hs_rand	E
Hs_rnd_gnm10_706797	32	81	Hs_rand	H
Hs_rnd_gnm10_706797	25	81	Hs_rand	L
vdp2013_S4_1000	0	85	Hs_ps31	E
vdp2013_S4_1000	33	85	Hs_ps31	H
vdp2013_S4_1000	52	85	Hs_ps31	L
vdp2013_S4_1003	0	56	Hs_ps31	E
vdp2013_S4_1003	49	56	Hs_ps31	H
vdp2013_S4_1003	7	56	Hs_ps31	L
vdp2013_S4_1005	16	50	Hs_ps31	E
vdp2013_S4_1005	26	50	Hs_ps31	H
vdp2013_S4_1005	8	50	Hs_ps31	L
ENSP00000362618	51	200	Hs_ps1-2	E
ENSP00000362618	46	200	Hs_ps1-2	H
ENSP00000362618	103	200	Hs_ps1-2	L
vdp2013_S4_1009	29	92	Hs_ps31	E
vdp2013_S4_1009	6	92	Hs_ps31	H
vdp2013_S4_1009	57	92	Hs_ps31	L
Hs_rnd_gnm8_1234445	24	93	Hs_rand	E
Hs_rnd_gnm8_1234445	7	93	Hs_rand	H
Hs_rnd_gnm8_1234445	62	93	Hs_rand	L
Raj_Hs_888	4	61	Hs_ps31	E
Raj_Hs_888	32	61	Hs_ps31	H
Raj_Hs_888	25	61	Hs_ps31	L
ENSP00000380099	12	234	Hs_ps20-21	E
ENSP00000380099	139	234	Hs_ps20-21	H
ENSP00000380099	83	234	Hs_ps20-21	L
ENSP00000456026	2	107	Hs_ps13-17	E
ENSP00000456026	65	107	Hs_ps13-17	H
ENSP00000456026	40	107	Hs_ps13-17	L
ENSP00000366050	4	194	Hs_ps13-17	E
ENSP00000366050	0	194	Hs_ps13-17	H
ENSP00000366050	190	194	Hs_ps13-17	L
None_protein118725	0	74	Hs_igen	E
None_protein118725	36	74	Hs_igen	H
None_protein118725	38	74	Hs_igen	L
ENSP00000363694	75	900	Hs_ps1-2	E
ENSP00000363694	106	900	Hs_ps1-2	H
ENSP00000363694	719	900	Hs_ps1-2	L
None_protein233746	39	122	Hs_igen	E
None_protein233746	23	122	Hs_igen	H
None_protein233746	60	122	Hs_igen	L
None_protein1220798	21	67	Hs_igen	E
None_protein1220798	5	67	Hs_igen	H
None_protein1220798	41	67	Hs_igen	L
None_protein665223	17	74	Hs_igen	E
None_protein665223	10	74	Hs_igen	H
None_protein665223	47	74	Hs_igen	L
None_protein674204	31	179	Hs_igen	E
None_protein674204	82	179	Hs_igen	H
None_protein674204	66	179	Hs_igen	L
Hs_rnd_gnm7_1232238	14	67	Hs_rand	E
Hs_rnd_gnm7_1232238	4	67	Hs_rand	H
Hs_rnd_gnm7_1232238	49	67	Hs_rand	L
ENSP00000296238	15	79	Hs_ps13-17	E
ENSP00000296238	7	79	Hs_ps13-17	H
ENSP00000296238	57	79	Hs_ps13-17	L
Hs_rnd_gnm6_70049	27	65	Hs_rand	E
Hs_rnd_gnm6_70049	20	65	Hs_rand	H
Hs_rnd_gnm6_70049	18	65	Hs_rand	L
Hs_rnd_gnm5_113632	23	40	Hs_rand	E
Hs_rnd_gnm5_113632	0	40	Hs_rand	H
Hs_rnd_gnm5_113632	17	40	Hs_rand	L
ENSP00000353639	21	153	Hs_ps20-21	E
ENSP00000353639	30	153	Hs_ps20-21	H
ENSP00000353639	102	153	Hs_ps20-21	L
Hs_rnd_gnm9_661685	22	43	Hs_rand	E
Hs_rnd_gnm9_661685	4	43	Hs_rand	H
Hs_rnd_gnm9_661685	17	43	Hs_rand	L
Hs_rnd_gnm8_797724	10	56	Hs_rand	E
Hs_rnd_gnm8_797724	12	56	Hs_rand	H
Hs_rnd_gnm8_797724	34	56	Hs_rand	L
Hs_rnd_gnm9_881989	12	40	Hs_rand	E
Hs_rnd_gnm9_881989	24	40	Hs_rand	H
Hs_rnd_gnm9_881989	4	40	Hs_rand	L
Hs_rnd_gnm4_705038	13	70	Hs_rand	E
Hs_rnd_gnm4_705038	27	70	Hs_rand	H
Hs_rnd_gnm4_705038	30	70	Hs_rand	L
ENSP00000244333	62	346	Hs_ps13-17	E
ENSP00000244333	17	346	Hs_ps13-17	H
ENSP00000244333	267	346	Hs_ps13-17	L
vdp2013_S4_911	0	47	Hs_ps31	E
vdp2013_S4_911	40	47	Hs_ps31	H
vdp2013_S4_911	7	47	Hs_ps31	L
Hs_rnd_gnm9_717051	9	41	Hs_rand	E
Hs_rnd_gnm9_717051	9	41	Hs_rand	H
Hs_rnd_gnm9_717051	23	41	Hs_rand	L
ENSP00000258390	208	2186	Hs_ps1-2	E
ENSP00000258390	863	2186	Hs_ps1-2	H
ENSP00000258390	1115	2186	Hs_ps1-2	L
Hs_rnd_gnm5_725148	2	49	Hs_rand	E
Hs_rnd_gnm5_725148	10	49	Hs_rand	H
Hs_rnd_gnm5_725148	37	49	Hs_rand	L
Hs_rnd_gnm9_1097870	15	104	Hs_rand	E
Hs_rnd_gnm9_1097870	0	104	Hs_rand	H
Hs_rnd_gnm9_1097870	89	104	Hs_rand	L
ENSP00000364752	30	81	Hs_ps13-17	E
ENSP00000364752	0	81	Hs_ps13-17	H
ENSP00000364752	51	81	Hs_ps13-17	L
ENSP00000481476	42	588	Hs_ps1-2	E
ENSP00000481476	49	588	Hs_ps1-2	H
ENSP00000481476	497	588	Hs_ps1-2	L
ENSP00000271857	133	811	Hs_ps1-2	E
ENSP00000271857	306	811	Hs_ps1-2	H
ENSP00000271857	372	811	Hs_ps1-2	L
Hs_rnd_gnm10_375772	33	44	Hs_rand	E
Hs_rnd_gnm10_375772	0	44	Hs_rand	H
Hs_rnd_gnm10_375772	11	44	Hs_rand	L
None_protein518475	20	62	Hs_igen	E
None_protein518475	0	62	Hs_igen	H
None_protein518475	42	62	Hs_igen	L
Hs_rnd_gnm5_85987	43	68	Hs_rand	E
Hs_rnd_gnm5_85987	10	68	Hs_rand	H
Hs_rnd_gnm5_85987	15	68	Hs_rand	L
Hs_rnd_gnm9_509643	5	40	Hs_rand	E
Hs_rnd_gnm9_509643	23	40	Hs_rand	H
Hs_rnd_gnm9_509643	12	40	Hs_rand	L
ENSP00000361871	13	111	Hs_ps13-17	E
ENSP00000361871	7	111	Hs_ps13-17	H
ENSP00000361871	91	111	Hs_ps13-17	L
Hs_rnd_gnm8_895512	8	52	Hs_rand	E
Hs_rnd_gnm8_895512	17	52	Hs_rand	H
Hs_rnd_gnm8_895512	27	52	Hs_rand	L
Hs_rnd_gnm2_1167818	26	98	Hs_rand	E
Hs_rnd_gnm2_1167818	18	98	Hs_rand	H
Hs_rnd_gnm2_1167818	54	98	Hs_rand	L
ENSP00000375073	0	236	Hs_ps20-21	E
ENSP00000375073	50	236	Hs_ps20-21	H
ENSP00000375073	186	236	Hs_ps20-21	L
ENSP00000319250	5	368	Hs_ps13-17	E
ENSP00000319250	223	368	Hs_ps13-17	H
ENSP00000319250	140	368	Hs_ps13-17	L
ENSP00000425840	80	438	Hs_ps1-2	E
ENSP00000425840	88	438	Hs_ps1-2	H
ENSP00000425840	270	438	Hs_ps1-2	L
ENSP00000452552	16	645	Hs_ps1-2	E
ENSP00000452552	126	645	Hs_ps1-2	H
ENSP00000452552	503	645	Hs_ps1-2	L
Hs_rnd_gnm2_728552	23	48	Hs_rand	E
Hs_rnd_gnm2_728552	3	48	Hs_rand	H
Hs_rnd_gnm2_728552	22	48	Hs_rand	L
ENSP00000308714	52	314	Hs_ps1-2	E
ENSP00000308714	172	314	Hs_ps1-2	H
ENSP00000308714	90	314	Hs_ps1-2	L
ENSP00000262746	43	199	Hs_ps1-2	E
ENSP00000262746	57	199	Hs_ps1-2	H
ENSP00000262746	99	199	Hs_ps1-2	L
Hs_rnd_gnm4_476329	19	53	Hs_rand	E
Hs_rnd_gnm4_476329	13	53	Hs_rand	H
Hs_rnd_gnm4_476329	21	53	Hs_rand	L
None_protein1162307	14	50	Hs_igen	E
None_protein1162307	22	50	Hs_igen	H
None_protein1162307	14	50	Hs_igen	L
ENSP00000473204	19	72	Hs_ps13-17	E
ENSP00000473204	21	72	Hs_ps13-17	H
ENSP00000473204	32	72	Hs_ps13-17	L
Hs_rnd_gnm5_1242061	7	45	Hs_rand	E
Hs_rnd_gnm5_1242061	0	45	Hs_rand	H
Hs_rnd_gnm5_1242061	38	45	Hs_rand	L
ENSP00000420658	36	151	Hs_ps1-2	E
ENSP00000420658	46	151	Hs_ps1-2	H
ENSP00000420658	69	151	Hs_ps1-2	L
ENSP00000420659	126	875	Hs_ps1-2	E
ENSP00000420659	157	875	Hs_ps1-2	H
ENSP00000420659	592	875	Hs_ps1-2	L
ENSP00000252593	0	180	Hs_ps20-21	E
ENSP00000252593	149	180	Hs_ps20-21	H
ENSP00000252593	31	180	Hs_ps20-21	L
ENSP00000409231	173	418	Hs_ps1-2	E
ENSP00000409231	0	418	Hs_ps1-2	H
ENSP00000409231	245	418	Hs_ps1-2	L
ENSP00000294066	162	820	Hs_ps1-2	E
ENSP00000294066	149	820	Hs_ps1-2	H
ENSP00000294066	509	820	Hs_ps1-2	L
None_protein673803	7	46	Hs_igen	E
None_protein673803	12	46	Hs_igen	H
None_protein673803	27	46	Hs_igen	L
None_protein1005391	11	46	Hs_igen	E
None_protein1005391	7	46	Hs_igen	H
None_protein1005391	28	46	Hs_igen	L
ENSP00000490829	59	324	Hs_ps13-17	E
ENSP00000490829	100	324	Hs_ps13-17	H
ENSP00000490829	165	324	Hs_ps13-17	L
Raj_Hs_2407	30	130	Hs_ps31	E
Raj_Hs_2407	14	130	Hs_ps31	H
Raj_Hs_2407	86	130	Hs_ps31	L
None_protein698915	15	63	Hs_igen	E
None_protein698915	15	63	Hs_igen	H
None_protein698915	33	63	Hs_igen	L
ENSP00000490796	19	132	Hs_ps20-21	E
ENSP00000490796	16	132	Hs_ps20-21	H
ENSP00000490796	97	132	Hs_ps20-21	L
None_protein451921	18	43	Hs_igen	E
None_protein451921	6	43	Hs_igen	H
None_protein451921	19	43	Hs_igen	L
None_protein641215	8	41	Hs_igen	E
None_protein641215	20	41	Hs_igen	H
None_protein641215	13	41	Hs_igen	L
Hs_rnd_gnm8_1289782	19	84	Hs_rand	E
Hs_rnd_gnm8_1289782	15	84	Hs_rand	H
Hs_rnd_gnm8_1289782	50	84	Hs_rand	L
ENSP00000310670	55	923	Hs_ps1-2	E
ENSP00000310670	577	923	Hs_ps1-2	H
ENSP00000310670	291	923	Hs_ps1-2	L
ENSP00000351075	193	822	Hs_ps1-2	E
ENSP00000351075	30	822	Hs_ps1-2	H
ENSP00000351075	599	822	Hs_ps1-2	L
ENSP00000326238	67	299	Hs_ps1-2	E
ENSP00000326238	111	299	Hs_ps1-2	H
ENSP00000326238	121	299	Hs_ps1-2	L
ENSP00000334050	8	314	Hs_ps13-17	E
ENSP00000334050	239	314	Hs_ps13-17	H
ENSP00000334050	67	314	Hs_ps13-17	L
Hs_rnd_gnm9_139693	2	46	Hs_rand	E
Hs_rnd_gnm9_139693	35	46	Hs_rand	H
Hs_rnd_gnm9_139693	9	46	Hs_rand	L
ENSP00000430733	290	3565	Hs_ps1-2	E
ENSP00000430733	9	3565	Hs_ps1-2	H
ENSP00000430733	3266	3565	Hs_ps1-2	L
Hs_rnd_gnm6_1173842	25	70	Hs_rand	E
Hs_rnd_gnm6_1173842	7	70	Hs_rand	H
Hs_rnd_gnm6_1173842	38	70	Hs_rand	L
None_protein1075887	2	44	Hs_igen	E
None_protein1075887	30	44	Hs_igen	H
None_protein1075887	12	44	Hs_igen	L
ENSP00000328694	8	268	Hs_ps1-2	E
ENSP00000328694	117	268	Hs_ps1-2	H
ENSP00000328694	143	268	Hs_ps1-2	L
Hs_rnd_gnm7_653774	25	97	Hs_rand	E
Hs_rnd_gnm7_653774	35	97	Hs_rand	H
Hs_rnd_gnm7_653774	37	97	Hs_rand	L
Hs_rnd_gnm5_1169053	21	73	Hs_rand	E
Hs_rnd_gnm5_1169053	5	73	Hs_rand	H
Hs_rnd_gnm5_1169053	47	73	Hs_rand	L
ENSP00000263095	62	627	Hs_ps1-2	E
ENSP00000263095	73	627	Hs_ps1-2	H
ENSP00000263095	492	627	Hs_ps1-2	L
None_protein784489	24	41	Hs_igen	E
None_protein784489	0	41	Hs_igen	H
None_protein784489	17	41	Hs_igen	L
ENSP00000334681	0	70	Hs_ps20-21	E
ENSP00000334681	47	70	Hs_ps20-21	H
ENSP00000334681	23	70	Hs_ps20-21	L
ENSP00000263094	225	2146	Hs_ps1-2	E
ENSP00000263094	1024	2146	Hs_ps1-2	H
ENSP00000263094	897	2146	Hs_ps1-2	L
ENSP00000440905	8	459	Hs_ps1-2	E
ENSP00000440905	96	459	Hs_ps1-2	H
ENSP00000440905	355	459	Hs_ps1-2	L
None_protein280607	23	48	Hs_igen	E
None_protein280607	4	48	Hs_igen	H
None_protein280607	21	48	Hs_igen	L
Hs_rnd_gnm2_1271567	11	47	Hs_rand	E
Hs_rnd_gnm2_1271567	0	47	Hs_rand	H
Hs_rnd_gnm2_1271567	36	47	Hs_rand	L
ENSP00000330945	63	235	Hs_ps1-2	E
ENSP00000330945	92	235	Hs_ps1-2	H
ENSP00000330945	80	235	Hs_ps1-2	L
Hs_rnd_gnm1_1224364	20	64	Hs_rand	E
Hs_rnd_gnm1_1224364	6	64	Hs_rand	H
Hs_rnd_gnm1_1224364	38	64	Hs_rand	L
Hs_rnd_gnm9_1016600	22	107	Hs_rand	E
Hs_rnd_gnm9_1016600	9	107	Hs_rand	H
Hs_rnd_gnm9_1016600	76	107	Hs_rand	L
None_protein935567	17	52	Hs_igen	E
None_protein935567	6	52	Hs_igen	H
None_protein935567	29	52	Hs_igen	L
vdp2013_S4_188	0	86	Hs_ps31	E
vdp2013_S4_188	20	86	Hs_ps31	H
vdp2013_S4_188	66	86	Hs_ps31	L
vdp2013_S4_189	8	60	Hs_ps31	E
vdp2013_S4_189	23	60	Hs_ps31	H
vdp2013_S4_189	29	60	Hs_ps31	L
ENSP00000362574	0	408	Hs_ps13-17	E
ENSP00000362574	41	408	Hs_ps13-17	H
ENSP00000362574	367	408	Hs_ps13-17	L
vdp2013_S4_186	17	58	Hs_ps31	E
vdp2013_S4_186	32	58	Hs_ps31	H
vdp2013_S4_186	9	58	Hs_ps31	L
vdp2013_S4_187	0	40	Hs_ps31	E
vdp2013_S4_187	25	40	Hs_ps31	H
vdp2013_S4_187	15	40	Hs_ps31	L
vdp2013_S4_180	24	51	Hs_ps31	E
vdp2013_S4_180	14	51	Hs_ps31	H
vdp2013_S4_180	13	51	Hs_ps31	L
vdp2013_S4_181	12	64	Hs_ps31	E
vdp2013_S4_181	35	64	Hs_ps31	H
vdp2013_S4_181	17	64	Hs_ps31	L
vdp2013_S4_182	0	55	Hs_ps31	E
vdp2013_S4_182	11	55	Hs_ps31	H
vdp2013_S4_182	44	55	Hs_ps31	L
vdp2013_S4_183	17	52	Hs_ps31	E
vdp2013_S4_183	12	52	Hs_ps31	H
vdp2013_S4_183	23	52	Hs_ps31	L
ENSP00000348168	20	291	Hs_ps1-2	E
ENSP00000348168	109	291	Hs_ps1-2	H
ENSP00000348168	162	291	Hs_ps1-2	L
ENSP00000290378	69	377	Hs_ps1-2	E
ENSP00000290378	115	377	Hs_ps1-2	H
ENSP00000290378	193	377	Hs_ps1-2	L
None_protein1118687	5	91	Hs_igen	E
None_protein1118687	11	91	Hs_igen	H
None_protein1118687	75	91	Hs_igen	L
Hs_rnd_gnm9_900514	5	47	Hs_rand	E
Hs_rnd_gnm9_900514	10	47	Hs_rand	H
Hs_rnd_gnm9_900514	32	47	Hs_rand	L
ENSP00000479348	7	184	Hs_ps20-21	E
ENSP00000479348	53	184	Hs_ps20-21	H
ENSP00000479348	124	184	Hs_ps20-21	L
ENSP00000309595	114	684	Hs_ps1-2	E
ENSP00000309595	227	684	Hs_ps1-2	H
ENSP00000309595	343	684	Hs_ps1-2	L
Hs_rnd_gnm1_1287317	26	93	Hs_rand	E
Hs_rnd_gnm1_1287317	9	93	Hs_rand	H
Hs_rnd_gnm1_1287317	58	93	Hs_rand	L
ENSP00000341178	5	175	Hs_ps13-17	E
ENSP00000341178	17	175	Hs_ps13-17	H
ENSP00000341178	153	175	Hs_ps13-17	L
ENSP00000298310	127	1076	Hs_ps1-2	E
ENSP00000298310	428	1076	Hs_ps1-2	H
ENSP00000298310	521	1076	Hs_ps1-2	L
Hs_rnd_gnm9_286206	8	70	Hs_rand	E
Hs_rnd_gnm9_286206	36	70	Hs_rand	H
Hs_rnd_gnm9_286206	26	70	Hs_rand	L
Hs_rnd_gnm5_1083168	34	140	Hs_rand	E
Hs_rnd_gnm5_1083168	14	140	Hs_rand	H
Hs_rnd_gnm5_1083168	92	140	Hs_rand	L
ENSP00000320043	35	230	Hs_ps1-2	E
ENSP00000320043	69	230	Hs_ps1-2	H
ENSP00000320043	126	230	Hs_ps1-2	L
Hs_rnd_gnm10_907774	10	45	Hs_rand	E
Hs_rnd_gnm10_907774	13	45	Hs_rand	H
Hs_rnd_gnm10_907774	22	45	Hs_rand	L
vdp2013_S4_768	0	53	Hs_ps31	E
vdp2013_S4_768	15	53	Hs_ps31	H
vdp2013_S4_768	38	53	Hs_ps31	L
vdp2013_S4_769	6	50	Hs_ps20-21	E
vdp2013_S4_769	30	50	Hs_ps20-21	H
vdp2013_S4_769	14	50	Hs_ps20-21	L
vdp2013_S4_986	8	65	Hs_ps31	E
vdp2013_S4_986	28	65	Hs_ps31	H
vdp2013_S4_986	29	65	Hs_ps31	L
vdp2013_S4_987	10	45	Hs_ps31	E
vdp2013_S4_987	14	45	Hs_ps31	H
vdp2013_S4_987	21	45	Hs_ps31	L
vdp2013_S4_980	13	104	Hs_ps31	E
vdp2013_S4_980	13	104	Hs_ps31	H
vdp2013_S4_980	78	104	Hs_ps31	L
vdp2013_S4_981	4	52	Hs_ps31	E
vdp2013_S4_981	27	52	Hs_ps31	H
vdp2013_S4_981	21	52	Hs_ps31	L
vdp2013_S4_982	8	49	Hs_ps31	E
vdp2013_S4_982	14	49	Hs_ps31	H
vdp2013_S4_982	27	49	Hs_ps31	L
vdp2013_S4_321	18	40	Hs_ps31	E
vdp2013_S4_321	0	40	Hs_ps31	H
vdp2013_S4_321	22	40	Hs_ps31	L
vdp2013_S4_761	0	46	Hs_ps31	E
vdp2013_S4_761	16	46	Hs_ps31	H
vdp2013_S4_761	30	46	Hs_ps31	L
vdp2013_S4_762	30	59	Hs_ps31	E
vdp2013_S4_762	0	59	Hs_ps31	H
vdp2013_S4_762	29	59	Hs_ps31	L
vdp2013_S4_988	13	58	Hs_ps31	E
vdp2013_S4_988	0	58	Hs_ps31	H
vdp2013_S4_988	45	58	Hs_ps31	L
vdp2013_S4_989	60	92	Hs_ps31	E
vdp2013_S4_989	8	92	Hs_ps31	H
vdp2013_S4_989	24	92	Hs_ps31	L
None_protein1184054	46	243	Hs_igen	E
None_protein1184054	24	243	Hs_igen	H
None_protein1184054	173	243	Hs_igen	L
ENSP00000384894	7	307	Hs_ps1-2	E
ENSP00000384894	168	307	Hs_ps1-2	H
ENSP00000384894	132	307	Hs_ps1-2	L
ENSP00000262103	0	211	Hs_ps1-2	E
ENSP00000262103	118	211	Hs_ps1-2	H
ENSP00000262103	93	211	Hs_ps1-2	L
ENSP00000355580	44	336	Hs_ps1-2	E
ENSP00000355580	200	336	Hs_ps1-2	H
ENSP00000355580	92	336	Hs_ps1-2	L
ENSP00000455906	447	1773	Hs_ps20-21	E
ENSP00000455906	0	1773	Hs_ps20-21	H
ENSP00000455906	1326	1773	Hs_ps20-21	L
Hs_rnd_gnm5_719749	20	96	Hs_rand	E
Hs_rnd_gnm5_719749	48	96	Hs_rand	H
Hs_rnd_gnm5_719749	28	96	Hs_rand	L
Hs_rnd_gnm5_770618	15	58	Hs_rand	E
Hs_rnd_gnm5_770618	0	58	Hs_rand	H
Hs_rnd_gnm5_770618	43	58	Hs_rand	L
ENSP00000429791	41	466	Hs_ps1-2	E
ENSP00000429791	148	466	Hs_ps1-2	H
ENSP00000429791	277	466	Hs_ps1-2	L
ENSP00000361646	5	365	Hs_ps1-2	E
ENSP00000361646	274	365	Hs_ps1-2	H
ENSP00000361646	86	365	Hs_ps1-2	L
ENSP00000489642	0	90	Hs_ps13-17	E
ENSP00000489642	61	90	Hs_ps13-17	H
ENSP00000489642	29	90	Hs_ps13-17	L
ENSP00000489648	24	137	Hs_ps13-17	E
ENSP00000489648	16	137	Hs_ps13-17	H
ENSP00000489648	97	137	Hs_ps13-17	L
ENSP00000272286	61	673	Hs_ps1-2	E
ENSP00000272286	340	673	Hs_ps1-2	H
ENSP00000272286	272	673	Hs_ps1-2	L
Hs_rnd_gnm8_28956	29	53	Hs_rand	E
Hs_rnd_gnm8_28956	4	53	Hs_rand	H
Hs_rnd_gnm8_28956	20	53	Hs_rand	L
Hs_rnd_gnm5_1168861	7	89	Hs_rand	E
Hs_rnd_gnm5_1168861	35	89	Hs_rand	H
Hs_rnd_gnm5_1168861	47	89	Hs_rand	L
ENSP00000227525	0	243	Hs_ps13-17	E
ENSP00000227525	189	243	Hs_ps13-17	H
ENSP00000227525	54	243	Hs_ps13-17	L
Raj_Hs_141	3	70	Hs_ps31	E
Raj_Hs_141	34	70	Hs_ps31	H
Raj_Hs_141	33	70	Hs_ps31	L
ENSP00000227520	4	360	Hs_ps1-2	E
ENSP00000227520	40	360	Hs_ps1-2	H
ENSP00000227520	316	360	Hs_ps1-2	L
ENSP00000359498	14	255	Hs_ps13-17	E
ENSP00000359498	117	255	Hs_ps13-17	H
ENSP00000359498	124	255	Hs_ps13-17	L
Raj_Hs_418	14	51	Hs_ps31	E
Raj_Hs_418	10	51	Hs_ps31	H
Raj_Hs_418	27	51	Hs_ps31	L
None_protein17637	30	106	Hs_igen	E
None_protein17637	15	106	Hs_igen	H
None_protein17637	61	106	Hs_igen	L
ENSP00000332455	0	529	Hs_ps1-2	E
ENSP00000332455	331	529	Hs_ps1-2	H
ENSP00000332455	198	529	Hs_ps1-2	L
ENSP00000315915	4	193	Hs_ps20-21	E
ENSP00000315915	8	193	Hs_ps20-21	H
ENSP00000315915	181	193	Hs_ps20-21	L
Hs_rnd_gnm2_1226318	16	59	Hs_rand	E
Hs_rnd_gnm2_1226318	5	59	Hs_rand	H
Hs_rnd_gnm2_1226318	38	59	Hs_rand	L
ENSP00000281923	81	741	Hs_ps1-2	E
ENSP00000281923	277	741	Hs_ps1-2	H
ENSP00000281923	383	741	Hs_ps1-2	L
Hs_rnd_gnm5_1288226	44	90	Hs_rand	E
