protein	number_letter	pfam_domain	domain_length	group	letter
ENSP00000241305	49	PF13620.5	75	Hs_ps1-2	E
ENSP00000241305	0	PF13620.5	75	Hs_ps1-2	H
ENSP00000241305	26	PF13620.5	75	Hs_ps1-2	L
ENSP00000354255	35	PF13620.5	64	Hs_ps1-2	E
ENSP00000354255	0	PF13620.5	64	Hs_ps1-2	H
ENSP00000354255	29	PF13620.5	64	Hs_ps1-2	L
ENSP00000369979	41	PF13620.5	63	Hs_ps1-2	E
ENSP00000369979	0	PF13620.5	63	Hs_ps1-2	H
ENSP00000369979	22	PF13620.5	63	Hs_ps1-2	L
ENSP00000345659	73	PF00194.20	254	Hs_ps1-2	E
ENSP00000345659	28	PF00194.20	254	Hs_ps1-2	H
ENSP00000345659	153	PF00194.20	254	Hs_ps1-2	L
ENSP00000366654	67	PF00194.20	254	Hs_ps1-2	E
ENSP00000366654	29	PF00194.20	254	Hs_ps1-2	H
ENSP00000366654	158	PF00194.20	254	Hs_ps1-2	L
ENSP00000309649	66	PF00194.20	254	Hs_ps1-2	E
ENSP00000309649	34	PF00194.20	254	Hs_ps1-2	H
ENSP00000309649	154	PF00194.20	254	Hs_ps1-2	L
ENSP00000418112	64	PF00194.20	259	Hs_ps1-2	E
ENSP00000418112	30	PF00194.20	259	Hs_ps1-2	H
ENSP00000418112	165	PF00194.20	259	Hs_ps1-2	L
ENSP00000354159	0	PF00619.20	84	Hs_ps1-2	E
ENSP00000354159	68	PF00619.20	84	Hs_ps1-2	H
ENSP00000354159	16	PF00619.20	84	Hs_ps1-2	L
ENSP00000220751	0	PF00619.20	83	Hs_ps1-2	E
ENSP00000220751	62	PF00619.20	83	Hs_ps1-2	H
ENSP00000220751	21	PF00619.20	83	Hs_ps1-2	L
ENSP00000334958	0	PF16000.4	292	Hs_ps1-2	E
ENSP00000334958	55	PF16000.4	292	Hs_ps1-2	H
ENSP00000334958	237	PF16000.4	292	Hs_ps1-2	L
ENSP00000319343	75	PF00755.19	587	Hs_ps1-2	E
ENSP00000319343	268	PF00755.19	587	Hs_ps1-2	H
ENSP00000319343	244	PF00755.19	587	Hs_ps1-2	L
ENSP00000297273	15	PF07779.11	479	Hs_ps1-2	E
ENSP00000297273	338	PF07779.11	479	Hs_ps1-2	H
ENSP00000297273	126	PF07779.11	479	Hs_ps1-2	L
ENSP00000295598	16	PF13246.5	94	Hs_ps1-2	E
ENSP00000295598	33	PF13246.5	94	Hs_ps1-2	H
ENSP00000295598	45	PF13246.5	94	Hs_ps1-2	L
ENSP00000397925	13	PF13246.5	78	Hs_ps1-2	E
ENSP00000397925	25	PF13246.5	78	Hs_ps1-2	H
ENSP00000397925	40	PF13246.5	78	Hs_ps1-2	L
ENSP00000364781	28	PF13246.5	108	Hs_ps1-2	E
ENSP00000364781	27	PF13246.5	108	Hs_ps1-2	H
ENSP00000364781	53	PF13246.5	108	Hs_ps1-2	L
ENSP00000332756	24	PF13246.5	92	Hs_ps1-2	E
ENSP00000332756	20	PF13246.5	92	Hs_ps1-2	H
ENSP00000332756	48	PF13246.5	92	Hs_ps1-2	L
ENSP00000284509	28	PF13246.5	96	Hs_ps1-2	E
ENSP00000284509	19	PF13246.5	96	Hs_ps1-2	H
ENSP00000284509	49	PF13246.5	96	Hs_ps1-2	L
ENSP00000295598	8	PF00689.20	209	Hs_ps1-2	E
ENSP00000295598	119	PF00689.20	209	Hs_ps1-2	H
ENSP00000295598	82	PF00689.20	209	Hs_ps1-2	L
ENSP00000397925	9	PF00689.20	150	Hs_ps1-2	E
ENSP00000397925	96	PF00689.20	150	Hs_ps1-2	H
ENSP00000397925	45	PF00689.20	150	Hs_ps1-2	L
ENSP00000295598	0	PF00690.25	67	Hs_ps1-2	E
ENSP00000295598	41	PF00690.25	67	Hs_ps1-2	H
ENSP00000295598	26	PF00690.25	67	Hs_ps1-2	L
ENSP00000397925	0	PF00690.25	63	Hs_ps1-2	E
ENSP00000397925	41	PF00690.25	63	Hs_ps1-2	H
ENSP00000397925	22	PF00690.25	63	Hs_ps1-2	L
ENSP00000386962	366	PF15064.5	974	Hs_ps1-2	E
ENSP00000386962	169	PF15064.5	974	Hs_ps1-2	H
ENSP00000386962	439	PF15064.5	974	Hs_ps1-2	L
ENSP00000313350	7	PF01693.15	42	Hs_ps1-2	E
ENSP00000313350	14	PF01693.15	42	Hs_ps1-2	H
ENSP00000313350	21	PF01693.15	42	Hs_ps1-2	L
ENSP00000286733	60	PF02275.17	166	Hs_ps1-2	E
ENSP00000286733	21	PF02275.17	166	Hs_ps1-2	H
ENSP00000286733	85	PF02275.17	166	Hs_ps1-2	L
ENSP00000366190	0	PF00808.22	63	Hs_ps1-2	E
ENSP00000366190	48	PF00808.22	63	Hs_ps1-2	H
ENSP00000366190	15	PF00808.22	63	Hs_ps1-2	L
ENSP00000420176	0	PF00808.22	63	Hs_ps1-2	E
ENSP00000420176	49	PF00808.22	63	Hs_ps1-2	H
ENSP00000420176	14	PF00808.22	63	Hs_ps1-2	L
ENSP00000445831	0	PF00808.22	57	Hs_ps1-2	E
ENSP00000445831	43	PF00808.22	57	Hs_ps1-2	H
ENSP00000445831	14	PF00808.22	57	Hs_ps1-2	L
ENSP00000492787	0	PF00808.22	61	Hs_ps1-2	E
ENSP00000492787	47	PF00808.22	61	Hs_ps1-2	H
ENSP00000492787	14	PF00808.22	61	Hs_ps1-2	L
ENSP00000492463	0	PF00808.22	46	Hs_ps1-2	E
ENSP00000492463	39	PF00808.22	46	Hs_ps1-2	H
ENSP00000492463	7	PF00808.22	46	Hs_ps1-2	L
ENSP00000262302	27	PF01656.22	93	Hs_ps1-2	E
ENSP00000262302	15	PF01656.22	93	Hs_ps1-2	H
ENSP00000262302	51	PF01656.22	93	Hs_ps1-2	L
ENSP00000281081	59	PF01656.22	220	Hs_ps1-2	E
ENSP00000281081	58	PF01656.22	220	Hs_ps1-2	H
ENSP00000281081	103	PF01656.22	220	Hs_ps1-2	L
ENSP00000308318	41	PF16760.4	78	Hs_ps1-2	E
ENSP00000308318	0	PF16760.4	78	Hs_ps1-2	H
ENSP00000308318	37	PF16760.4	78	Hs_ps1-2	L
ENSP00000284601	46	PF16760.4	79	Hs_ps1-2	E
ENSP00000284601	0	PF16760.4	79	Hs_ps1-2	H
ENSP00000284601	33	PF16760.4	79	Hs_ps1-2	L
ENSP00000341828	8	PF01607.23	46	Hs_ps1-2	E
ENSP00000341828	0	PF01607.23	46	Hs_ps1-2	H
ENSP00000341828	38	PF01607.23	46	Hs_ps1-2	L
ENSP00000308318	59	PF03370.12	104	Hs_ps1-2	E
ENSP00000308318	1	PF03370.12	104	Hs_ps1-2	H
ENSP00000308318	44	PF03370.12	104	Hs_ps1-2	L
ENSP00000284601	65	PF03370.12	103	Hs_ps1-2	E
ENSP00000284601	0	PF03370.12	103	Hs_ps1-2	H
ENSP00000284601	38	PF03370.12	103	Hs_ps1-2	L
ENSP00000397133	14	PF00571.27	50	Hs_ps1-2	E
ENSP00000397133	19	PF00571.27	50	Hs_ps1-2	H
ENSP00000397133	17	PF00571.27	50	Hs_ps1-2	L
ENSP00000397133	12	PF00571.27	46	Hs_ps1-2	E
ENSP00000397133	15	PF00571.27	46	Hs_ps1-2	H
ENSP00000397133	19	PF00571.27	46	Hs_ps1-2	L
ENSP00000397133	13	PF00571.27	51	Hs_ps1-2	E
ENSP00000397133	18	PF00571.27	51	Hs_ps1-2	H
ENSP00000397133	20	PF00571.27	51	Hs_ps1-2	L
ENSP00000323867	13	PF00571.27	50	Hs_ps1-2	E
ENSP00000323867	19	PF00571.27	50	Hs_ps1-2	H
ENSP00000323867	18	PF00571.27	50	Hs_ps1-2	L
ENSP00000323867	12	PF00571.27	46	Hs_ps1-2	E
ENSP00000323867	17	PF00571.27	46	Hs_ps1-2	H
ENSP00000323867	17	PF00571.27	46	Hs_ps1-2	L
ENSP00000323867	14	PF00571.27	47	Hs_ps1-2	E
ENSP00000323867	18	PF00571.27	47	Hs_ps1-2	H
ENSP00000323867	15	PF00571.27	47	Hs_ps1-2	L
ENSP00000345096	13	PF00571.27	47	Hs_ps1-2	E
ENSP00000345096	10	PF00571.27	47	Hs_ps1-2	H
ENSP00000345096	24	PF00571.27	47	Hs_ps1-2	L
ENSP00000345096	21	PF00571.27	51	Hs_ps1-2	E
ENSP00000345096	12	PF00571.27	51	Hs_ps1-2	H
ENSP00000345096	18	PF00571.27	51	Hs_ps1-2	L
ENSP00000410200	0	PF15964.4	315	Hs_ps1-2	E
ENSP00000410200	315	PF15964.4	315	Hs_ps1-2	H
ENSP00000410200	0	PF15964.4	315	Hs_ps1-2	L
ENSP00000410200	0	PF15964.4	89	Hs_ps1-2	E
ENSP00000410200	89	PF15964.4	89	Hs_ps1-2	H
ENSP00000410200	0	PF15964.4	89	Hs_ps1-2	L
ENSP00000481149	2	PF14915.5	291	Hs_ps1-2	E
ENSP00000481149	276	PF14915.5	291	Hs_ps1-2	H
ENSP00000481149	13	PF14915.5	291	Hs_ps1-2	L
ENSP00000391950	5	PF14915.5	291	Hs_ps1-2	E
ENSP00000391950	255	PF14915.5	291	Hs_ps1-2	H
ENSP00000391950	31	PF14915.5	291	Hs_ps1-2	L
ENSP00000382610	0	PF14915.5	291	Hs_ps1-2	E
ENSP00000382610	226	PF14915.5	291	Hs_ps1-2	H
ENSP00000382610	65	PF14915.5	291	Hs_ps1-2	L
ENSP00000387176	0	PF14915.5	53	Hs_ps1-2	E
ENSP00000387176	9	PF14915.5	53	Hs_ps1-2	H
ENSP00000387176	44	PF14915.5	53	Hs_ps1-2	L
ENSP00000382714	9	PF04505.11	65	Hs_ps1-2	E
ENSP00000382714	42	PF04505.11	65	Hs_ps1-2	H
ENSP00000382714	14	PF04505.11	65	Hs_ps1-2	L
ENSP00000211413	9	PF04505.11	66	Hs_ps1-2	E
ENSP00000211413	27	PF04505.11	66	Hs_ps1-2	H
ENSP00000211413	30	PF04505.11	66	Hs_ps1-2	L
ENSP00000489910	7	PF04505.11	35	Hs_ps1-2	E
ENSP00000489910	19	PF04505.11	35	Hs_ps1-2	H
ENSP00000489910	9	PF04505.11	35	Hs_ps1-2	L
ENSP00000405544	7	PF12301.7	125	Hs_ps1-2	E
ENSP00000405544	21	PF12301.7	125	Hs_ps1-2	H
ENSP00000405544	97	PF12301.7	125	Hs_ps1-2	L
ENSP00000301873	0	PF12662.6	22	Hs_ps1-2	E
ENSP00000301873	0	PF12662.6	22	Hs_ps1-2	H
ENSP00000301873	22	PF12662.6	22	Hs_ps1-2	L
ENSP00000301873	0	PF12662.6	23	Hs_ps1-2	E
ENSP00000301873	0	PF12662.6	23	Hs_ps1-2	H
ENSP00000301873	23	PF12662.6	23	Hs_ps1-2	L
ENSP00000301873	0	PF12662.6	23	Hs_ps1-2	E
ENSP00000301873	0	PF12662.6	23	Hs_ps1-2	H
ENSP00000301873	23	PF12662.6	23	Hs_ps1-2	L
ENSP00000301873	0	PF12662.6	22	Hs_ps1-2	E
ENSP00000301873	0	PF12662.6	22	Hs_ps1-2	H
ENSP00000301873	22	PF12662.6	22	Hs_ps1-2	L
ENSP00000385521	2	PF12662.6	20	Hs_ps1-2	E
ENSP00000385521	0	PF12662.6	20	Hs_ps1-2	H
ENSP00000385521	18	PF12662.6	20	Hs_ps1-2	L
ENSP00000385521	0	PF12662.6	28	Hs_ps1-2	E
ENSP00000385521	0	PF12662.6	28	Hs_ps1-2	H
ENSP00000385521	28	PF12662.6	28	Hs_ps1-2	L
ENSP00000385521	0	PF12662.6	23	Hs_ps1-2	E
ENSP00000385521	0	PF12662.6	23	Hs_ps1-2	H
ENSP00000385521	23	PF12662.6	23	Hs_ps1-2	L
ENSP00000385521	0	PF12662.6	24	Hs_ps1-2	E
ENSP00000385521	0	PF12662.6	24	Hs_ps1-2	H
ENSP00000385521	24	PF12662.6	24	Hs_ps1-2	L
ENSP00000385521	3	PF12662.6	24	Hs_ps1-2	E
ENSP00000385521	0	PF12662.6	24	Hs_ps1-2	H
ENSP00000385521	21	PF12662.6	24	Hs_ps1-2	L
ENSP00000254898	0	PF12662.6	22	Hs_ps1-2	E
ENSP00000254898	0	PF12662.6	22	Hs_ps1-2	H
ENSP00000254898	22	PF12662.6	22	Hs_ps1-2	L
ENSP00000254898	3	PF12662.6	22	Hs_ps1-2	E
ENSP00000254898	0	PF12662.6	22	Hs_ps1-2	H
ENSP00000254898	19	PF12662.6	22	Hs_ps1-2	L
ENSP00000254898	3	PF12662.6	22	Hs_ps1-2	E
ENSP00000254898	0	PF12662.6	22	Hs_ps1-2	H
ENSP00000254898	19	PF12662.6	22	Hs_ps1-2	L
ENSP00000254898	0	PF12662.6	19	Hs_ps1-2	E
ENSP00000254898	0	PF12662.6	19	Hs_ps1-2	H
ENSP00000254898	19	PF12662.6	19	Hs_ps1-2	L
ENSP00000311545	4	PF12662.6	30	Hs_ps1-2	E
ENSP00000311545	0	PF12662.6	30	Hs_ps1-2	H
ENSP00000311545	26	PF12662.6	30	Hs_ps1-2	L
ENSP00000311545	3	PF12662.6	31	Hs_ps1-2	E
ENSP00000311545	0	PF12662.6	31	Hs_ps1-2	H
ENSP00000311545	28	PF12662.6	31	Hs_ps1-2	L
ENSP00000311545	4	PF12662.6	30	Hs_ps1-2	E
ENSP00000311545	0	PF12662.6	30	Hs_ps1-2	H
ENSP00000311545	26	PF12662.6	30	Hs_ps1-2	L
ENSP00000348982	0	PF12662.6	21	Hs_ps1-2	E
ENSP00000348982	0	PF12662.6	21	Hs_ps1-2	H
ENSP00000348982	21	PF12662.6	21	Hs_ps1-2	L
ENSP00000331831	4	PF12662.6	23	Hs_ps1-2	E
ENSP00000331831	0	PF12662.6	23	Hs_ps1-2	H
ENSP00000331831	19	PF12662.6	23	Hs_ps1-2	L
ENSP00000298925	0	PF12662.6	27	Hs_ps1-2	E
ENSP00000298925	0	PF12662.6	27	Hs_ps1-2	H
ENSP00000298925	27	PF12662.6	27	Hs_ps1-2	L
ENSP00000362870	0	PF12662.6	18	Hs_ps1-2	E
ENSP00000362870	0	PF12662.6	18	Hs_ps1-2	H
ENSP00000362870	18	PF12662.6	18	Hs_ps1-2	L
ENSP00000369075	0	PF09026.9	99	Hs_ps1-2	E
ENSP00000369075	24	PF09026.9	99	Hs_ps1-2	H
ENSP00000369075	75	PF09026.9	99	Hs_ps1-2	L
ENSP00000369075	0	PF04218.12	52	Hs_ps1-2	E
ENSP00000369075	35	PF04218.12	52	Hs_ps1-2	H
ENSP00000369075	17	PF04218.12	52	Hs_ps1-2	L
ENSP00000308354	0	PF04218.12	51	Hs_ps1-2	E
ENSP00000308354	34	PF04218.12	51	Hs_ps1-2	H
ENSP00000308354	17	PF04218.12	51	Hs_ps1-2	L
ENSP00000362018	5	PF07778.10	512	Hs_ps1-2	E
ENSP00000362018	302	PF07778.10	512	Hs_ps1-2	H
ENSP00000362018	205	PF07778.10	512	Hs_ps1-2	L
ENSP00000262127	66	PF15627.5	157	Hs_ps1-2	E
ENSP00000262127	6	PF15627.5	157	Hs_ps1-2	H
ENSP00000262127	85	PF15627.5	157	Hs_ps1-2	L
ENSP00000434480	16	PF05875.11	247	Hs_ps1-2	E
ENSP00000434480	186	PF05875.11	247	Hs_ps1-2	H
ENSP00000434480	45	PF05875.11	247	Hs_ps1-2	L
ENSP00000342609	4	PF05875.11	248	Hs_ps1-2	E
ENSP00000342609	199	PF05875.11	248	Hs_ps1-2	H
ENSP00000342609	45	PF05875.11	248	Hs_ps1-2	L
ENSP00000325398	16	PF08617.9	191	Hs_ps1-2	E
ENSP00000325398	105	PF08617.9	191	Hs_ps1-2	H
ENSP00000325398	70	PF08617.9	191	Hs_ps1-2	L
ENSP00000227520	4	PF03879.13	101	Hs_ps1-2	E
ENSP00000227520	38	PF03879.13	101	Hs_ps1-2	H
ENSP00000227520	59	PF03879.13	101	Hs_ps1-2	L
ENSP00000298912	8	PF00307.30	106	Hs_ps1-2	E
ENSP00000298912	63	PF00307.30	106	Hs_ps1-2	H
ENSP00000298912	35	PF00307.30	106	Hs_ps1-2	L
ENSP00000298912	4	PF00307.30	100	Hs_ps1-2	E
ENSP00000298912	55	PF00307.30	100	Hs_ps1-2	H
ENSP00000298912	41	PF00307.30	100	Hs_ps1-2	L
ENSP00000317790	7	PF00307.30	104	Hs_ps1-2	E
ENSP00000317790	65	PF00307.30	104	Hs_ps1-2	H
ENSP00000317790	32	PF00307.30	104	Hs_ps1-2	L
ENSP00000317790	3	PF00307.30	104	Hs_ps1-2	E
ENSP00000317790	58	PF00307.30	104	Hs_ps1-2	H
ENSP00000317790	43	PF00307.30	104	Hs_ps1-2	L
ENSP00000263991	2	PF00307.30	102	Hs_ps1-2	E
ENSP00000263991	52	PF00307.30	102	Hs_ps1-2	H
ENSP00000263991	48	PF00307.30	102	Hs_ps1-2	L
ENSP00000312671	3	PF00307.30	100	Hs_ps1-2	E
ENSP00000312671	47	PF00307.30	100	Hs_ps1-2	H
ENSP00000312671	50	PF00307.30	100	Hs_ps1-2	L
ENSP00000273368	2	PF00307.30	109	Hs_ps1-2	E
ENSP00000273368	63	PF00307.30	109	Hs_ps1-2	H
ENSP00000273368	44	PF00307.30	109	Hs_ps1-2	L
ENSP00000278968	2	PF00307.30	110	Hs_ps1-2	E
ENSP00000278968	59	PF00307.30	110	Hs_ps1-2	H
ENSP00000278968	49	PF00307.30	110	Hs_ps1-2	L
ENSP00000274364	0	PF00307.30	110	Hs_ps1-2	E
ENSP00000274364	62	PF00307.30	110	Hs_ps1-2	H
ENSP00000274364	48	PF00307.30	110	Hs_ps1-2	L
ENSP00000325091	9	PF00307.30	94	Hs_ps1-2	E
ENSP00000325091	31	PF00307.30	94	Hs_ps1-2	H
ENSP00000325091	54	PF00307.30	94	Hs_ps1-2	L
ENSP00000362873	0	PF06747.12	34	Hs_ps1-2	E
ENSP00000362873	31	PF06747.12	34	Hs_ps1-2	H
ENSP00000362873	3	PF06747.12	34	Hs_ps1-2	L
ENSP00000035307	86	PF05679.15	517	Hs_ps1-2	E
ENSP00000035307	152	PF05679.15	517	Hs_ps1-2	H
ENSP00000035307	279	PF05679.15	517	Hs_ps1-2	L
ENSP00000472821	23	PF03142.14	154	Hs_ps1-2	E
ENSP00000472821	73	PF03142.14	154	Hs_ps1-2	H
ENSP00000472821	58	PF03142.14	154	Hs_ps1-2	L
ENSP00000265689	31	PF01633.19	235	Hs_ps1-2	E
ENSP00000265689	95	PF01633.19	235	Hs_ps1-2	H
ENSP00000265689	109	PF01633.19	235	Hs_ps1-2	L
ENSP00000363852	16	PF04515.11	310	Hs_ps1-2	E
ENSP00000363852	245	PF04515.11	310	Hs_ps1-2	H
ENSP00000363852	49	PF04515.11	310	Hs_ps1-2	L
ENSP00000402280	11	PF00385.23	51	Hs_ps1-2	E
ENSP00000402280	21	PF00385.23	51	Hs_ps1-2	H
ENSP00000402280	19	PF00385.23	51	Hs_ps1-2	L
ENSP00000355388	6	PF00385.23	50	Hs_ps1-2	E
ENSP00000355388	25	PF00385.23	50	Hs_ps1-2	H
ENSP00000355388	19	PF00385.23	50	Hs_ps1-2	L
ENSP00000280191	0	PF06294.10	95	Hs_ps1-2	E
ENSP00000280191	61	PF06294.10	95	Hs_ps1-2	H
ENSP00000280191	34	PF06294.10	95	Hs_ps1-2	L
ENSP00000478070	0	PF10197.8	36	Hs_ps1-2	E
ENSP00000478070	33	PF10197.8	36	Hs_ps1-2	H
ENSP00000478070	3	PF10197.8	36	Hs_ps1-2	L
ENSP00000253792	26	PF16114.4	176	Hs_ps1-2	E
ENSP00000253792	84	PF16114.4	176	Hs_ps1-2	H
ENSP00000253792	66	PF16114.4	176	Hs_ps1-2	L
ENSP00000253792	28	PF00285.20	193	Hs_ps1-2	E
ENSP00000253792	93	PF00285.20	193	Hs_ps1-2	H
ENSP00000253792	72	PF00285.20	193	Hs_ps1-2	L
ENSP00000311083	22	PF01111.18	66	Hs_ps1-2	E
ENSP00000311083	12	PF01111.18	66	Hs_ps1-2	H
ENSP00000311083	32	PF01111.18	66	Hs_ps1-2	L
ENSP00000263710	0	PF12348.7	138	Hs_ps1-2	E
ENSP00000263710	113	PF12348.7	138	Hs_ps1-2	H
ENSP00000263710	25	PF12348.7	138	Hs_ps1-2	L
ENSP00000263710	0	PF12348.7	217	Hs_ps1-2	E
ENSP00000263710	162	PF12348.7	217	Hs_ps1-2	H
ENSP00000263710	55	PF12348.7	217	Hs_ps1-2	L
ENSP00000353073	7	PF02487.16	396	Hs_ps1-2	E
ENSP00000353073	295	PF02487.16	396	Hs_ps1-2	H
ENSP00000353073	94	PF02487.16	396	Hs_ps1-2	L
ENSP00000245816	24	PF00574.22	178	Hs_ps1-2	E
ENSP00000245816	96	PF00574.22	178	Hs_ps1-2	H
ENSP00000245816	58	PF00574.22	178	Hs_ps1-2	L
ENSP00000217026	0	PF09316.9	145	Hs_ps1-2	E
ENSP00000217026	11	PF09316.9	145	Hs_ps1-2	H
ENSP00000217026	134	PF09316.9	145	Hs_ps1-2	L
ENSP00000482835	0	PF12717.6	164	Hs_ps1-2	E
ENSP00000482835	126	PF12717.6	164	Hs_ps1-2	H
ENSP00000482835	38	PF12717.6	164	Hs_ps1-2	L
ENSP00000440984	0	PF12717.6	123	Hs_ps1-2	E
ENSP00000440984	102	PF12717.6	123	Hs_ps1-2	H
ENSP00000440984	21	PF12717.6	123	Hs_ps1-2	L
ENSP00000299821	8	PF16858.4	280	Hs_ps1-2	E
ENSP00000299821	86	PF16858.4	280	Hs_ps1-2	H
ENSP00000299821	186	PF16858.4	280	Hs_ps1-2	L
ENSP00000299821	0	PF16869.4	113	Hs_ps1-2	E
ENSP00000299821	0	PF16869.4	113	Hs_ps1-2	H
ENSP00000299821	113	PF16869.4	113	Hs_ps1-2	L
ENSP00000299821	4	PF06278.10	112	Hs_ps1-2	E
ENSP00000299821	59	PF06278.10	112	Hs_ps1-2	H
ENSP00000299821	49	PF06278.10	112	Hs_ps1-2	L
ENSP00000294066	103	PF00780.21	297	Hs_ps1-2	E
ENSP00000294066	45	PF00780.21	297	Hs_ps1-2	H
ENSP00000294066	149	PF00780.21	297	Hs_ps1-2	L
ENSP00000376306	109	PF00780.21	253	Hs_ps1-2	E
ENSP00000376306	13	PF00780.21	253	Hs_ps1-2	H
ENSP00000376306	131	PF00780.21	253	Hs_ps1-2	L
ENSP00000345133	120	PF00780.21	262	Hs_ps1-2	E
ENSP00000345133	11	PF00780.21	262	Hs_ps1-2	H
ENSP00000345133	131	PF00780.21	262	Hs_ps1-2	L
ENSP00000307342	47	PF00027.28	82	Hs_ps1-2	E
ENSP00000307342	11	PF00027.28	82	Hs_ps1-2	H
ENSP00000307342	24	PF00027.28	82	Hs_ps1-2	L
ENSP00000402346	32	PF16381.4	112	Hs_ps1-2	E
ENSP00000402346	36	PF16381.4	112	Hs_ps1-2	H
ENSP00000402346	44	PF16381.4	112	Hs_ps1-2	L
ENSP00000253792	26	PF02629.18	104	Hs_ps1-2	E
ENSP00000253792	28	PF02629.18	104	Hs_ps1-2	H
ENSP00000253792	50	PF02629.18	104	Hs_ps1-2	L
ENSP00000339495	3	PF06209.12	471	Hs_ps1-2	E
ENSP00000339495	328	PF06209.12	471	Hs_ps1-2	H
ENSP00000339495	140	PF06209.12	471	Hs_ps1-2	L
ENSP00000353295	44	PF02492.18	187	Hs_ps1-2	E
ENSP00000353295	70	PF02492.18	187	Hs_ps1-2	H
ENSP00000353295	73	PF02492.18	187	Hs_ps1-2	L
ENSP00000353295	35	PF07683.13	101	Hs_ps1-2	E
ENSP00000353295	24	PF07683.13	101	Hs_ps1-2	H
ENSP00000353295	42	PF07683.13	101	Hs_ps1-2	L
ENSP00000345030	70	PF16422.4	223	Hs_ps1-2	E
ENSP00000345030	4	PF16422.4	223	Hs_ps1-2	H
ENSP00000345030	149	PF16422.4	223	Hs_ps1-2	L
ENSP00000345030	0	PF16423.4	43	Hs_ps1-2	E
ENSP00000345030	0	PF16423.4	43	Hs_ps1-2	H
ENSP00000345030	43	PF16423.4	43	Hs_ps1-2	L
ENSP00000328938	33	PF00135.27	120	Hs_ps1-2	E
ENSP00000328938	41	PF00135.27	120	Hs_ps1-2	H
ENSP00000328938	46	PF00135.27	120	Hs_ps1-2	L
ENSP00000303908	34	PF00241.19	112	Hs_ps1-2	E
ENSP00000303908	24	PF00241.19	112	Hs_ps1-2	H
ENSP00000303908	54	PF00241.19	112	Hs_ps1-2	L
ENSP00000303908	34	PF00241.19	122	Hs_ps1-2	E
ENSP00000303908	44	PF00241.19	122	Hs_ps1-2	H
ENSP00000303908	44	PF00241.19	122	Hs_ps1-2	L
ENSP00000323645	0	PF10345.8	125	Hs_ps1-2	E
ENSP00000323645	99	PF10345.8	125	Hs_ps1-2	H
ENSP00000323645	26	PF10345.8	125	Hs_ps1-2	L
ENSP00000225964	92	PF01410.17	235	Hs_ps1-2	E
ENSP00000225964	6	PF01410.17	235	Hs_ps1-2	H
ENSP00000225964	137	PF01410.17	235	Hs_ps1-2	L
ENSP00000304408	95	PF01410.17	233	Hs_ps1-2	E
ENSP00000304408	0	PF01410.17	233	Hs_ps1-2	H
ENSP00000304408	138	PF01410.17	233	Hs_ps1-2	L
ENSP00000339915	21	PF01410.17	77	Hs_ps1-2	E
ENSP00000339915	0	PF01410.17	77	Hs_ps1-2	H
ENSP00000339915	56	PF01410.17	77	Hs_ps1-2	L
ENSP00000339915	55	PF01410.17	114	Hs_ps1-2	E
ENSP00000339915	0	PF01410.17	114	Hs_ps1-2	H
ENSP00000339915	59	PF01410.17	114	Hs_ps1-2	L
ENSP00000353654	0	PF01391.17	55	Hs_ps1-2	E
ENSP00000353654	0	PF01391.17	55	Hs_ps1-2	H
ENSP00000353654	55	PF01391.17	55	Hs_ps1-2	L
ENSP00000353654	0	PF01391.17	55	Hs_ps1-2	E
ENSP00000353654	0	PF01391.17	55	Hs_ps1-2	H
ENSP00000353654	55	PF01391.17	55	Hs_ps1-2	L
ENSP00000353654	0	PF01391.17	48	Hs_ps1-2	E
ENSP00000353654	0	PF01391.17	48	Hs_ps1-2	H
ENSP00000353654	48	PF01391.17	48	Hs_ps1-2	L
ENSP00000353654	0	PF01391.17	54	Hs_ps1-2	E
ENSP00000353654	0	PF01391.17	54	Hs_ps1-2	H
ENSP00000353654	54	PF01391.17	54	Hs_ps1-2	L
ENSP00000353654	0	PF01391.17	59	Hs_ps1-2	E
ENSP00000353654	0	PF01391.17	59	Hs_ps1-2	H
ENSP00000353654	59	PF01391.17	59	Hs_ps1-2	L
ENSP00000353654	0	PF01391.17	55	Hs_ps1-2	E
ENSP00000353654	0	PF01391.17	55	Hs_ps1-2	H
ENSP00000353654	55	PF01391.17	55	Hs_ps1-2	L
ENSP00000353654	0	PF01391.17	55	Hs_ps1-2	E
ENSP00000353654	0	PF01391.17	55	Hs_ps1-2	H
ENSP00000353654	55	PF01391.17	55	Hs_ps1-2	L
ENSP00000353654	0	PF01391.17	55	Hs_ps1-2	E
ENSP00000353654	0	PF01391.17	55	Hs_ps1-2	H
ENSP00000353654	55	PF01391.17	55	Hs_ps1-2	L
ENSP00000353654	0	PF01391.17	57	Hs_ps1-2	E
ENSP00000353654	0	PF01391.17	57	Hs_ps1-2	H
ENSP00000353654	57	PF01391.17	57	Hs_ps1-2	L
ENSP00000353654	0	PF01391.17	56	Hs_ps1-2	E
ENSP00000353654	0	PF01391.17	56	Hs_ps1-2	H
ENSP00000353654	56	PF01391.17	56	Hs_ps1-2	L
ENSP00000353654	0	PF01391.17	57	Hs_ps1-2	E
ENSP00000353654	0	PF01391.17	57	Hs_ps1-2	H
ENSP00000353654	57	PF01391.17	57	Hs_ps1-2	L
ENSP00000353654	0	PF01391.17	58	Hs_ps1-2	E
