protein	age	num_domains	total_domain_length	protein_length
Hs_rnd_gnm1_989660	Hs_rand	0	0	40
ENSP00000480946	Hs_ps1-2	1	144	302
None_protein892991	Hs_igen	0	0	91
vdp2013_S4_304	Hs_ps31	0	0	85
ENSP00000390849	Hs_ps1-2	3	261	349
None_protein268252	Hs_igen	0	0	64
None_protein594211	Hs_igen	0	0	49
ENSP00000307798	Hs_ps20-21	1	39	464
None_protein227102	Hs_igen	0	0	51
ENSP00000478565	Hs_ps1-2	3	344	558
ENSP00000318635	Hs_ps1-2	2	70	95
None_protein1004971	Hs_igen	0	0	65
Hs_rnd_gnm4_1107130	Hs_rand	0	0	53
ENSP00000444029	Hs_ps1-2	7	720	1506
None_protein60365	Hs_igen	0	0	55
ENSP00000269081	Hs_ps1-2	5	741	1543
Hs_rnd_gnm2_785935	Hs_rand	0	0	42
ENSP00000303300	Hs_ps20-21	0	0	147
Hs_rnd_gnm5_921754	Hs_rand	0	0	51
Hs_rnd_gnm6_106866	Hs_rand	0	0	49
Raj_Hs_2934	Hs_ps31	0	0	61
Hs_rnd_gnm3_632125	Hs_rand	0	0	80
Raj_Hs_2932	Hs_ps31	0	0	41
None_protein817838	Hs_igen	0	0	70
None_protein1126879	Hs_igen	0	0	55
ENSP00000381760	Hs_ps13-17	2	29	107
Hs_rnd_gnm3_802477	Hs_rand	0	0	60
ENSP00000298048	Hs_ps1-2	5	294	651
None_protein713564	Hs_igen	0	0	70
ENSP00000192314	Hs_ps1-2	1	383	398
None_protein135065	Hs_igen	0	0	49
None_protein281318	Hs_igen	0	0	128
None_protein859813	Hs_igen	0	0	45
ENSP00000492262	Hs_ps20-21	0	0	109
ENSP00000289166	Hs_ps1-2	1	320	425
Hs_rnd_gnm4_1106409	Hs_rand	0	0	87
Hs_rnd_gnm3_1107493	Hs_rand	0	0	59
ENSP00000421633	Hs_ps1-2	1	136	1251
Hs_rnd_gnm10_812200	Hs_rand	0	0	63
ENSP00000372689	Hs_ps1-2	1	107	1258
ENSP00000361199	Hs_ps20-21	1	79	81
Hs_JP201901_198	Hs_ps31	0	0	86
None_protein168289	Hs_igen	0	0	70
None_protein313409	Hs_igen	0	0	45
Hs_JP201901_194	Hs_ps31	0	0	131
Hs_JP201901_196	Hs_ps31	0	0	72
Hs_JP201901_190	Hs_ps31	0	0	72
Hs_JP201901_192	Hs_ps31	0	0	120
ENSP00000431443	Hs_ps31	0	0	169
Hs_rnd_gnm9_324479	Hs_rand	0	0	45
Hs_rnd_gnm10_784987	Hs_rand	0	0	66
ENSP00000371813	Hs_ps20-21	1	30	95
ENSP00000309681	Hs_ps13-17	1	220	280
ENSP00000469613	Hs_ps13-17	1	130	235
None_protein748481	Hs_igen	0	0	50
None_protein43292	Hs_igen	0	0	59
None_protein666716	Hs_igen	0	0	97
ENSP00000229810	Hs_ps1-2	1	387	410
None_protein1213532	Hs_igen	0	0	60
ENSP00000407107	Hs_ps13-17	0	0	543
Hs_rnd_gnm9_1077747	Hs_rand	0	0	51
vdp2013_S4_128	Hs_ps31	0	0	49
ENSP00000299642	Hs_ps1-2	1	107	206
Hs_rnd_gnm8_332008	Hs_rand	0	0	57
ENSP00000281038	Hs_ps1-2	2	406	477
vdp2013_S4_122	Hs_ps31	0	0	65
Hs_rnd_gnm1_260156	Hs_rand	0	0	68
None_protein984104	Hs_igen	0	0	44
vdp2013_S4_126	Hs_ps31	0	0	52
Hs_rnd_gnm2_214436	Hs_rand	0	0	85
ENSP00000346015	Hs_ps1-2	1	117	148
ENSP00000341045	Hs_ps1-2	2	503	530
ENSP00000341044	Hs_ps1-2	6	1752	2458
ENSP00000291009	Hs_ps13-17	1	122	146
Raj_Hs_1779	Hs_ps31	0	0	101
Raj_Hs_1776	Hs_ps31	0	0	93
ENSP00000261951	Hs_ps1-2	3	395	557
None_protein72662	Hs_igen	0	0	47
ENSP00000347942	Hs_ps1-2	3	363	1114
ENSP00000328768	Hs_ps20-21	1	261	265
ENSP00000357323	Hs_ps1-2	0	0	888
ENSP00000321370	Hs_ps13-17	1	52	218
ENSP00000005386	Hs_ps1-2	11	217	665
ENSP00000388207	Hs_ps1-2	7	106	305
ENSP00000392189	Hs_ps20-21	5	148	159
ENSP00000468007	Hs_ps20-21	0	0	58
Hs_rnd_gnm7_915927	Hs_rand	0	0	41
Hs_rnd_gnm7_311069	Hs_rand	0	0	60
None_protein349745	Hs_igen	0	0	57
ENSP00000205194	Hs_ps13-17	1	60	206
Hs_rnd_gnm8_258146	Hs_rand	0	0	44
ENSP00000216124	Hs_ps1-2	2	457	509
Hs_rnd_gnm1_3409	Hs_rand	0	0	46
ENSP00000367343	Hs_ps1-2	2	669	927
ENSP00000393952	Hs_ps1-2	2	456	613
ENSP00000301480	Hs_ps1-2	23	367	790
Hs_JP201901_10	Hs_ps20-21	0	0	58
None_protein87736	Hs_igen	0	0	141
Hs_JP201901_12	Hs_ps31	0	0	58
Hs_JP201901_15	Hs_ps20-21	0	0	129
Hs_JP201901_14	Hs_ps31	0	0	52
Hs_JP201901_17	Hs_ps31	0	0	43
Hs_JP201901_16	Hs_ps31	0	0	131
Hs_JP201901_19	Hs_ps31	0	0	49
Hs_JP201901_18	Hs_ps31	0	0	109
ENSP00000328359	Hs_ps13-17	2	79	94
Hs_rnd_gnm1_1189349	Hs_rand	0	0	66
ENSP00000316737	Hs_ps31	1	59	114
vdp2013_S4_875	Hs_ps31	0	0	48
None_protein802694	Hs_igen	0	0	42
ENSP00000254231	Hs_ps1-2	2	84	209
ENSP00000318820	Hs_ps1-2	3	652	933
ENSP00000318822	Hs_ps13-17	1	189	241
ENSP00000473361	Hs_ps20-21	1	44	89
Hs_rnd_gnm9_40549	Hs_rand	0	0	50
None_protein751049	Hs_igen	0	0	66
Hs_rnd_gnm5_459927	Hs_rand	0	0	53
ENSP00000246801	Hs_ps13-17	1	565	592
Hs_rnd_gnm10_778007	Hs_rand	0	0	74
None_protein794078	Hs_igen	0	0	84
Raj_Hs_3211	Hs_ps31	0	0	40
ENSP00000342667	Hs_ps1-2	2	109	838
ENSP00000358437	Hs_ps1-2	1	189	602
ENSP00000324277	Hs_ps13-17	1	104	279
ENSP00000250066	Hs_ps1-2	3	1042	1406
ENSP00000288937	Hs_ps1-2	1	97	175
Hs_rnd_gnm3_967384	Hs_rand	0	0	43
None_protein341888	Hs_igen	0	0	73
Hs_rnd_gnm10_250140	Hs_rand	0	0	43
ENSP00000477597	Hs_ps1-2	0	0	1688
ENSP00000394734	Hs_ps1-2	2	316	526
Hs_rnd_gnm8_922726	Hs_rand	0	0	127
Hs_rnd_gnm6_133329	Hs_rand	0	0	83
ENSP00000375482	Hs_ps31	0	0	110
ENSP00000329008	Hs_ps13-17	1	37	101
ENSP00000307164	Hs_ps20-21	0	0	126
Hs_rnd_gnm10_403217	Hs_rand	0	0	44
Hs_rnd_gnm1_1194746	Hs_rand	0	0	72
vdp2013_S4_1137	Hs_ps31	0	0	58
ENSP00000490135	Hs_ps20-21	0	0	111
ENSP00000334140	Hs_ps1-2	19	209	442
ENSP00000370215	Hs_ps1-2	1	92	359
ENSP00000420716	Hs_ps1-2	0	0	440
Raj_Hs_975	Hs_ps13-17	0	0	129
None_protein403269	Hs_igen	0	0	58
ENSP00000418193	Hs_ps31	1	67	72
Raj_Hs_2031	Hs_ps31	0	0	52
None_protein15877	Hs_igen	0	0	79
None_protein1125693	Hs_igen	0	0	58
ENSP00000368966	Hs_ps1-2	4	408	921
ENSP00000377080	Hs_ps1-2	18	225	407
Raj_Hs_1218	Hs_ps31	0	0	181
Hs_rnd_gnm6_325163	Hs_rand	0	0	58
Hs_rnd_gnm9_233010	Hs_rand	0	0	43
None_protein1114256	Hs_igen	0	0	45
ENSP00000346294	Hs_ps1-2	1	41	101
ENSP00000354238	Hs_ps1-2	4	590	925
None_protein1082181	Hs_igen	0	0	87
ENSP00000366999	Hs_ps1-2	1	131	136
ENSP00000386146	Hs_ps20-21	0	0	101
ENSP00000386143	Hs_ps20-21	0	0	88
ENSP00000343871	Hs_ps1-2	14	298	760
ENSP00000386149	Hs_ps20-21	0	0	111
None_protein1197876	Hs_igen	0	0	53
None_protein312084	Hs_igen	0	0	55
ENSP00000310488	Hs_ps1-2	3	275	312
None_protein850948	Hs_igen	0	0	72
Hs_rnd_gnm5_1058280	Hs_rand	0	0	148
Hs_rnd_gnm10_741658	Hs_rand	0	0	52
None_protein1232208	Hs_igen	0	0	40
ENSP00000381699	Hs_ps1-2	1	188	314
None_protein62483	Hs_igen	0	0	82
ENSP00000416040	Hs_ps1-2	1	663	1950
Hs_rnd_gnm9_638820	Hs_rand	0	0	46
ENSP00000296870	Hs_ps20-21	1	117	152
ENSP00000442626	Hs_ps31	5	284	351
ENSP00000228534	Hs_ps13-17	1	156	189
Hs_rnd_gnm1_1268072	Hs_rand	0	0	58
vdp2013_S4_879	Hs_ps31	0	0	42
Hs_rnd_gnm4_401883	Hs_rand	0	0	45
ENSP00000316990	Hs_ps1-2	1	145	188
ENSP00000319482	Hs_ps1-2	1	110	304
None_protein934866	Hs_igen	0	0	62
Hs_rnd_gnm4_246155	Hs_rand	0	0	53
None_protein697080	Hs_igen	0	0	56
ENSP00000353959	Hs_ps1-2	1	85	704
ENSP00000287916	Hs_ps13-17	0	0	244
Raj_Hs_2917	Hs_ps31	0	0	55
None_protein77625	Hs_igen	0	0	76
None_protein378178	Hs_igen	0	0	59
ENSP00000294954	Hs_ps1-2	3	399	699
vdp2013_S4_829	Hs_ps31	0	0	43
vdp2013_S4_828	Hs_ps31	0	0	74
vdp2013_S4_827	Hs_ps31	0	0	66
vdp2013_S4_826	Hs_ps31	0	0	46
vdp2013_S4_824	Hs_ps31	0	0	40
vdp2013_S4_823	Hs_ps31	0	0	93
ENSP00000315702	Hs_ps1-2	1	155	225
vdp2013_S4_821	Hs_ps31	0	0	56
vdp2013_S4_820	Hs_ps31	0	0	43
Hs_rnd_gnm4_1037816	Hs_rand	0	0	45
ENSP00000241600	Hs_ps1-2	2	167	296
Hs_rnd_gnm9_821845	Hs_rand	0	0	62
None_protein32632	Hs_igen	0	0	125
Hs_rnd_gnm9_4479	Hs_rand	0	0	42
None_protein223962	Hs_igen	0	0	52
None_protein1231033	Hs_igen	0	0	66
None_protein35175	Hs_igen	0	0	54
None_protein258653	Hs_igen	0	0	48
None_protein872029	Hs_igen	0	0	40
None_protein897786	Hs_igen	0	0	55
ENSP00000008527	Hs_ps1-2	2	352	586
ENSP00000244096	Hs_ps1-2	2	279	369
None_protein401136	Hs_igen	0	0	46
None_protein110689	Hs_igen	0	0	55
None_protein1133369	Hs_igen	0	0	43
Hs_rnd_gnm10_36468	Hs_rand	0	0	54
None_protein449657	Hs_igen	0	0	70
vdp2013_S4_336	Hs_ps31	0	0	56
ENSP00000279804	Hs_ps13-17	0	0	201
ENSP00000457114	Hs_ps31	1	35	85
ENSP00000321475	Hs_ps1-2	5	336	581
Hs_rnd_gnm5_975059	Hs_rand	0	0	87
Hs_JP201901_418	Hs_ps31	0	0	69
Hs_JP201901_419	Hs_ps31	0	0	49
Raj_Hs_807	Hs_ps31	0	0	64
Hs_JP201901_416	Hs_ps31	0	0	138
Hs_JP201901_417	Hs_ps1-2	0	0	133
Hs_JP201901_412	Hs_ps31	0	0	56
ENSP00000399718	Hs_ps1-2	0	0	344
None_protein608550	Hs_igen	0	0	55
ENSP00000406718	Hs_ps20-21	0	0	127
Hs_rnd_gnm1_201090	Hs_rand	0	0	45
ENSP00000262210	Hs_ps1-2	0	0	1221
ENSP00000433979	Hs_ps1-2	2	179	286
ENSP00000363128	Hs_ps20-21	1	66	70
ENSP00000335392	Hs_ps20-21	0	0	190
ENSP00000379078	Hs_ps1-2	16	426	1267
Hs_rnd_gnm1_154274	Hs_rand	0	0	68
None_protein1087139	Hs_igen	0	0	42
None_protein665958	Hs_igen	0	0	59
ENSP00000317636	Hs_ps1-2	5	534	991
None_protein1223599	Hs_igen	0	0	142
ENSP00000291633	Hs_ps13-17	2	154	374
Hs_rnd_gnm3_145499	Hs_rand	0	0	70
None_protein1197678	Hs_igen	0	0	89
ENSP00000346537	Hs_ps1-2	5	307	457
Hs_rnd_gnm5_66523	Hs_rand	0	0	52
Hs_rnd_gnm6_1299669	Hs_rand	0	0	85
None_protein621496	Hs_igen	0	0	62
Hs_rnd_gnm7_1233099	Hs_rand	0	0	44
None_protein1161840	Hs_igen	0	0	45
Hs_JP201901_9	Hs_ps31	0	0	42
ENSP00000379294	Hs_ps1-2	1	243	416
None_protein47276	Hs_igen	0	0	56
None_protein377149	Hs_igen	0	0	66
ENSP00000343701	Hs_ps1-2	11	442	538
Hs_rnd_gnm2_703318	Hs_rand	0	0	56
ENSP00000249776	Hs_ps13-17	0	0	316
ENSP00000284476	Hs_ps1-2	5	472	1524
ENSP00000325398	Hs_ps1-2	1	191	214
Raj_Hs_3024	Hs_ps31	0	0	104
vdp2013_S4_492	Hs_ps31	0	0	305
Raj_Hs_3022	Hs_ps31	0	0	49
ENSP00000265634	Hs_ps1-2	2	184	431
ENSP00000302898	Hs_ps1-2	2	250	309
None_protein495672	Hs_igen	0	0	79
Hs_rnd_gnm8_44084	Hs_rand	0	0	56
vdp2013_S4_145	Hs_ps31	0	0	48
ENSP00000365401	Hs_ps1-2	1	596	627
ENSP00000365407	Hs_ps1-2	14	284	640
ENSP00000360166	Hs_ps20-21	1	293	298
ENSP00000385199	Hs_ps13-17	0	0	234
ENSP00000362993	Hs_ps1-2	4	185	974
ENSP00000450607	Hs_ps1-2	2	711	1208
ENSP00000305244	Hs_ps1-2	2	42	480
None_protein1262910	Hs_igen	0	0	50
Hs_rnd_gnm3_586706	Hs_rand	0	0	141
Hs_rnd_gnm5_1160895	Hs_rand	0	0	50
ENSP00000304336	Hs_ps13-17	1	73	89
Raj_Hs_791	Hs_ps31	0	0	93
ENSP00000295622	Hs_ps1-2	0	0	536
Hs_rnd_gnm4_1232123	Hs_rand	0	0	156
ENSP00000355086	Hs_ps1-2	3	522	645
ENSP00000382508	Hs_ps1-2	1	68	208
ENSP00000261292	Hs_ps1-2	2	442	500
ENSP00000246635	Hs_ps1-2	1	311	458
ENSP00000368752	Hs_ps13-17	2	144	253
ENSP00000382507	Hs_ps1-2	2	148	331
None_protein827917	Hs_igen	0	0	43
ENSP00000342343	Hs_ps1-2	1	104	200
Hs_rnd_gnm7_757181	Hs_rand	0	0	46
ENSP00000342832	Hs_ps1-2	1	91	119
ENSP00000307443	Hs_ps1-2	2	378	547
None_protein36844	Hs_igen	0	0	44
None_protein233997	Hs_igen	0	0	55
Raj_Hs_2772	Hs_ps31	0	0	152
ENSP00000307449	Hs_ps1-2	4	122	386
Raj_Hs_2770	Hs_ps31	0	0	93
Raj_Hs_2953	Hs_ps31	0	0	57
Hs_rnd_gnm8_1238086	Hs_rand	0	0	140
Hs_rnd_gnm1_198715	Hs_rand	0	0	73
Hs_rnd_gnm1_823605	Hs_rand	0	0	111
None_protein1195884	Hs_igen	0	0	44
ENSP00000365075	Hs_ps1-2	2	232	269
Hs_rnd_gnm2_618199	Hs_rand	0	0	118
None_protein453619	Hs_igen	0	0	48
None_protein530955	Hs_igen	0	0	64
ENSP00000316881	Hs_ps1-2	2	90	708
Hs_rnd_gnm1_651667	Hs_rand	0	0	60
Raj_Hs_1977	Hs_ps31	0	0	48
ENSP00000327724	Hs_ps13-17	1	290	318
None_protein13882	Hs_igen	0	0	65
Raj_Hs_1972	Hs_ps31	0	0	110
ENSP00000226284	Hs_ps13-17	1	297	317
Hs_rnd_gnm6_870517	Hs_rand	0	0	117
None_protein187442	Hs_igen	0	0	46
ENSP00000491046	Hs_ps20-21	0	0	283
ENSP00000380869	Hs_ps1-2	5	161	216
None_protein992757	Hs_igen	0	0	58
Hs_rnd_gnm6_1306269	Hs_rand	0	0	47
ENSP00000216218	Hs_ps1-2	0	0	369
ENSP00000326411	Hs_ps1-2	2	197	538
Hs_rnd_gnm10_920552	Hs_rand	0	0	63
ENSP00000386331	Hs_ps1-2	6	998	2215
Hs_rnd_gnm10_998700	Hs_rand	0	0	63
Hs_JP201901_177	Hs_ps31	0	0	108
Hs_JP201901_176	Hs_ps31	0	0	56
Hs_JP201901_175	Hs_ps31	0	0	50
Hs_JP201901_174	Hs_ps1-2	0	0	72
Hs_JP201901_173	Hs_ps1-2	0	0	116
Hs_JP201901_171	Hs_ps31	0	0	114
Hs_rnd_gnm8_625845	Hs_rand	0	0	44
ENSP00000491620	Hs_ps1-2	2	564	970
Hs_JP201901_179	Hs_ps31	0	0	98
Hs_JP201901_178	Hs_ps20-21	0	0	243
Hs_JP201901_458	Hs_ps13-17	0	0	98
ENSP00000415786	Hs_ps1-2	1	363	409
Hs_rnd_gnm4_412597	Hs_rand	0	0	48
None_protein1134738	Hs_igen	0	0	89
Hs_rnd_gnm7_1309346	Hs_rand	0	0	84
ENSP00000229340	Hs_ps1-2	5	160	201
ENSP00000383599	Hs_ps1-2	5	146	927
Hs_rnd_gnm10_952544	Hs_rand	0	0	56
Raj_Hs_1647	Hs_ps31	0	0	59
vdp2013_S4_456	Hs_ps31	0	0	47
vdp2013_S4_457	Hs_ps31	0	0	76
vdp2013_S4_106	Hs_ps31	0	0	63
vdp2013_S4_107	Hs_ps31	0	0	59
vdp2013_S4_452	Hs_ps31	0	0	60
vdp2013_S4_450	Hs_ps31	0	0	51
vdp2013_S4_451	Hs_ps31	0	0	42
Hs_rnd_gnm10_1050559	Hs_rand	0	0	65
ENSP00000471646	Hs_ps13-17	1	63	95
vdp2013_S4_108	Hs_ps31	0	0	70
vdp2013_S4_109	Hs_ps31	0	0	50
vdp2013_S4_458	Hs_ps31	0	0	58
vdp2013_S4_459	Hs_ps31	0	0	87
ENSP00000314620	Hs_ps13-17	1	165	297
None_protein1193812	Hs_igen	0	0	102
None_protein266544	Hs_igen	0	0	48
ENSP00000372213	Hs_ps1-2	1	13	182
ENSP00000372210	Hs_ps1-2	0	0	111
Hs_JP201901_310	Hs_ps31	0	0	100
ENSP00000349616	Hs_ps1-2	1	223	386
Raj_Hs_1797	Hs_ps31	0	0	109
ENSP00000359415	Hs_ps20-21	1	81	128
ENSP00000359411	Hs_ps20-21	1	81	237
None_protein783233	Hs_igen	0	0	218
Hs_rnd_gnm1_420885	Hs_rand	0	0	92
Hs_rnd_gnm8_359340	Hs_rand	0	0	49
Hs_rnd_gnm10_504399	Hs_rand	0	0	47
None_protein1183234	Hs_igen	0	0	69
None_protein29929	Hs_igen	0	0	64
None_protein175997	Hs_igen	0	0	51
None_protein1100720	Hs_igen	0	0	57
vdp2013_S4_1144	Hs_ps31	0	0	53
None_protein141882	Hs_igen	0	0	59
vdp2013_S4_1147	Hs_ps13-17	0	0	128
ENSP00000417128	Hs_ps20-21	1	29	76
vdp2013_S4_1141	Hs_ps31	0	0	76
vdp2013_S4_1142	Hs_ps31	0	0	43
vdp2013_S4_1143	Hs_ps31	0	0	55
vdp2013_S4_1148	Hs_ps31	0	0	47
vdp2013_S4_1149	Hs_ps31	0	0	46
None_protein1202370	Hs_igen	0	0	136
Hs_rnd_gnm6_1010820	Hs_rand	0	0	63
ENSP00000230792	Hs_ps1-2	8	328	462
ENSP00000218004	Hs_ps1-2	1	118	197
ENSP00000319678	Hs_ps1-2	3	295	1137
Hs_rnd_gnm2_1210766	Hs_rand	0	0	124
None_protein930427	Hs_igen	0	0	59
Hs_rnd_gnm5_692542	Hs_rand	0	0	74
Hs_rnd_gnm10_890382	Hs_rand	0	0	85
None_protein207268	Hs_igen	0	0	84
Hs_rnd_gnm6_21736	Hs_rand	0	0	57
None_protein960056	Hs_igen	0	0	53
None_protein960055	Hs_igen	0	0	81
ENSP00000301202	Hs_ps13-17	1	90	152
Hs_rnd_gnm6_206419	Hs_rand	0	0	69
None_protein196911	Hs_igen	0	0	91
Hs_JP201901_83	Hs_ps31	0	0	42
None_protein503617	Hs_igen	0	0	42
None_protein602778	Hs_igen	0	0	78
ENSP00000355652	Hs_ps1-2	2	168	258
ENSP00000335223	Hs_ps31	1	76	99
None_protein296221	Hs_igen	0	0	40
ENSP00000324756	Hs_ps13-17	1	62	150
Hs_rnd_gnm5_1023396	Hs_rand	0	0	40
ENSP00000260762	Hs_ps1-2	1	306	804
Raj_Hs_3237	Hs_ps20-21	0	0	58
ENSP00000369963	Hs_ps20-21	0	0	165
ENSP00000482890	Hs_ps1-2	2	182	278
Hs_rnd_gnm6_965376	Hs_rand	0	0	56
Hs_JP201901_39	Hs_ps31	0	0	46
Hs_JP201901_33	Hs_ps31	0	0	65
Hs_JP201901_31	Hs_ps31	0	0	111
ENSP00000278409	Hs_ps1-2	2	277	314
Hs_JP201901_37	Hs_ps31	0	0	98
Hs_JP201901_36	Hs_ps31	0	0	53
Hs_JP201901_34	Hs_ps31	0	0	98
Raj_Hs_28	Hs_ps31	0	0	44
ENSP00000269187	Hs_ps1-2	2	413	755
Hs_rnd_gnm2_863327	Hs_rand	0	0	55
None_protein22131	Hs_igen	0	0	155
ENSP00000339511	Hs_ps20-21	0	0	117
None_protein511309	Hs_igen	0	0	108
Hs_rnd_gnm8_651701	Hs_rand	0	0	78
ENSP00000371595	Hs_ps31	0	0	129
Hs_rnd_gnm1_334744	Hs_rand	0	0	44
ENSP00000338934	Hs_ps1-2	4	508	586
Hs_rnd_gnm1_887281	Hs_rand	0	0	55
Hs_rnd_gnm3_130840	Hs_rand	0	0	100
Hs_rnd_gnm9_936167	Hs_rand	0	0	50
None_protein64328	Hs_igen	0	0	47
Hs_rnd_gnm5_114113	Hs_rand	0	0	84
Raj_Hs_2541	Hs_ps31	0	0	43
ENSP00000352358	Hs_ps1-2	7	398	765
Raj_Hs_2547	Hs_ps31	0	0	186
ENSP00000352424	Hs_ps20-21	0	0	115
ENSP00000355431	Hs_ps1-2	2	273	348
ENSP00000355430	Hs_ps1-2	2	273	369
ENSP00000229134	Hs_ps13-17	1	106	171
Raj_Hs_1895	Hs_ps31	0	0	67
None_protein359450	Hs_igen	0	0	80
ENSP00000391950	Hs_ps1-2	11	484	1941
Raj_Hs_1898	Hs_ps31	0	0	46
Hs_rnd_gnm1_400944	Hs_rand	0	0	45
Hs_rnd_gnm10_1120673	Hs_rand	0	0	52
None_protein41550	Hs_igen	0	0	100
Hs_rnd_gnm10_568972	Hs_rand	0	0	48
ENSP00000271064	Hs_ps1-2	1	250	467
ENSP00000318264	Hs_ps1-2	1	154	391
Hs_rnd_gnm10_516280	Hs_rand	0	0	90
ENSP00000490507	Hs_ps20-21	0	0	124
ENSP00000223641	Hs_ps1-2	1	38	96
None_protein232719	Hs_igen	0	0	75
ENSP00000490504	Hs_ps20-21	0	0	234
ENSP00000216177	Hs_ps1-2	1	166	429
Hs_rnd_gnm6_1143707	Hs_rand	0	0	109
None_protein539853	Hs_igen	0	0	57
ENSP00000490055	Hs_ps20-21	0	0	59
ENSP00000261172	Hs_ps1-2	2	95	322
vdp2013_S4_1053	Hs_ps31	0	0	78
Hs_rnd_gnm6_778418	Hs_rand	0	0	43
Hs_rnd_gnm10_440653	Hs_rand	0	0	44
ENSP00000300255	Hs_ps1-2	3	306	441
ENSP00000432104	Hs_ps13-17	1	188	272
Raj_Hs_586	Hs_ps31	0	0	61
ENSP00000295454	Hs_ps1-2	2	422	474
Hs_rnd_gnm1_787330	Hs_rand	0	0	86
ENSP00000309189	Hs_ps13-17	1	110	448
Hs_rnd_gnm2_96992	Hs_rand	0	0	52
vdp2013_S4_1058	Hs_ps31	0	0	48
ENSP00000309186	Hs_ps1-2	14	245	882
ENSP00000417330	Hs_ps31	0	0	165
ENSP00000400646	Hs_ps1-2	6	533	783
ENSP00000366525	Hs_ps1-2	1	139	175
ENSP00000366528	Hs_ps13-17	1	137	170
Hs_rnd_gnm4_79607	Hs_rand	0	0	45
ENSP00000353971	Hs_ps1-2	1	175	508
None_protein764139	Hs_igen	0	0	68
ENSP00000298231	Hs_ps1-2	1	56	284
None_protein270829	Hs_igen	0	0	45
Raj_Hs_1093	Hs_ps31	0	0	57
None_protein645383	Hs_igen	0	0	54
vdp2013_S4_849	Hs_ps31	0	0	54
vdp2013_S4_668	Hs_ps31	0	0	64
vdp2013_S4_665	Hs_ps31	0	0	45
vdp2013_S4_843	Hs_ps31	0	0	48
vdp2013_S4_844	Hs_ps31	0	0	44
vdp2013_S4_663	Hs_ps31	0	0	54
ENSP00000340526	Hs_ps13-17	1	9	119
vdp2013_S4_856	Hs_ps31	0	0	44
ENSP00000436897	Hs_ps13-17	1	59	60
Hs_rnd_gnm7_154848	Hs_rand	0	0	52
Hs_rnd_gnm6_1094486	Hs_rand	0	0	77
None_protein1043872	Hs_igen	0	0	44
None_protein9417	Hs_igen	0	0	43
vdp2013_S4_857	Hs_ps13-17	0	0	42
ENSP00000483811	Hs_ps13-17	1	110	117
None_protein402839	Hs_igen	0	0	77
ENSP00000361784	Hs_ps1-2	11	217	378
Hs_rnd_gnm3_661326	Hs_rand	0	0	40
ENSP00000489051	Hs_ps1-2	3	414	1774
None_protein160122	Hs_igen	0	0	45
ENSP00000363495	Hs_ps31	0	0	250
Hs_rnd_gnm8_571097	Hs_rand	0	0	53
Hs_rnd_gnm5_711246	Hs_rand	0	0	40
ENSP00000420176	Hs_ps1-2	2	64	117
ENSP00000324064	Hs_ps1-2	13	261	554
Raj_Hs_1300	Hs_ps31	0	0	78
ENSP00000468969	Hs_ps1-2	1	97	106
ENSP00000371606	Hs_ps31	0	0	278
Raj_Hs_1634	Hs_ps31	0	0	71
Raj_Hs_533	Hs_ps31	0	0	84
Raj_Hs_530	Hs_ps31	0	0	46
Hs_JP201901_435	Hs_ps31	0	0	61
Hs_JP201901_432	Hs_ps1-2	0	0	95
Hs_JP201901_433	Hs_ps31	0	0	114
Hs_JP201901_430	Hs_ps31	0	0	47
ENSP00000402653	Hs_ps1-2	4	150	315
Raj_Hs_828	Hs_ps31	0	0	57
Hs_rnd_gnm10_412060	Hs_rand	0	0	54
Raj_Hs_287	Hs_ps31	0	0	61
Hs_JP201901_438	Hs_ps31	0	0	57
Hs_JP201901_439	Hs_ps31	0	0	65
ENSP00000313243	Hs_ps1-2	1	115	596
ENSP00000332576	Hs_ps1-2	3	467	916
Hs_rnd_gnm2_856803	Hs_rand	0	0	103
Raj_Hs_451	Hs_ps31	0	0	42
ENSP00000420280	Hs_ps1-2	1	22	102
Hs_rnd_gnm8_940398	Hs_rand	0	0	55
Raj_Hs_102	Hs_ps31	0	0	80
Hs_rnd_gnm7_597847	Hs_rand	0	0	51
Hs_rnd_gnm1_1065075	Hs_rand	0	0	67
None_protein723306	Hs_igen	0	0	99
ENSP00000442747	Hs_ps20-21	0	0	121
ENSP00000430058	Hs_ps1-2	1	228	246
None_protein1087156	Hs_igen	0	0	129
Raj_Hs_756	Hs_ps31	0	0	42
Raj_Hs_757	Hs_ps31	0	0	50
Raj_Hs_755	Hs_ps31	0	0	75
Raj_Hs_752	Hs_ps31	0	0	42
Raj_Hs_750	Hs_ps20-21	0	0	45
Raj_Hs_751	Hs_ps31	0	0	52
ENSP00000257951	Hs_ps1-2	2	456	600
ENSP00000359621	Hs_ps1-2	1	137	553
vdp2013_S4_729	Hs_ps31	0	0	45
Baz_Hs_237	Hs_ps31	0	0	54
Hs_rnd_gnm2_694689	Hs_rand	0	0	75
ENSP00000353742	Hs_ps13-17	1	203	210
ENSP00000356518	Hs_ps1-2	2	177	653
ENSP00000240285	Hs_ps1-2	3	221	341
None_protein993338	Hs_igen	0	0	69
Hs_rnd_gnm5_1250949	Hs_rand	0	0	143
None_protein538814	Hs_igen	0	0	101
None_protein403019	Hs_igen	0	0	77
Hs_rnd_gnm9_1151712	Hs_rand	0	0	98
ENSP00000352163	Hs_ps13-17	2	75	125
