protein	number_letter	stretch_num	length	group	letter
ENSP00000344668	329	1	736	Hs_ps1-2	H
ENSP00000344668	368	1	736	Hs_ps1-2	L
ENSP00000344666	59	1	595	Hs_ps1-2	E
ENSP00000344666	404	1	595	Hs_ps1-2	H
ENSP00000344666	132	1	595	Hs_ps1-2	L
Hs_rnd_gnm5_861915	24	1	88	Hs_rand	E
Hs_rnd_gnm5_861915	16	1	88	Hs_rand	H
Hs_rnd_gnm5_861915	48	1	88	Hs_rand	L
Hs_rnd_gnm9_1113922	9	1	93	Hs_rand	E
Hs_rnd_gnm9_1113922	32	1	93	Hs_rand	H
Hs_rnd_gnm9_1113922	52	1	93	Hs_rand	L
ENSP00000286733	78	1	359	Hs_ps1-2	E
ENSP00000286733	125	1	359	Hs_ps1-2	H
ENSP00000286733	156	1	359	Hs_ps1-2	L
None_protein678880	17	1	88	Hs_igen	E
None_protein678880	25	1	88	Hs_igen	H
None_protein678880	46	1	88	Hs_igen	L
Hs_rnd_gnm8_1067977	37	1	79	Hs_rand	E
Hs_rnd_gnm8_1067977	0	1	79	Hs_rand	H
Hs_rnd_gnm8_1067977	42	1	79	Hs_rand	L
Hs_rnd_gnm7_753037	15	1	77	Hs_rand	E
Hs_rnd_gnm7_753037	33	1	77	Hs_rand	H
Hs_rnd_gnm7_753037	29	1	77	Hs_rand	L
ENSP00000262462	63	1	361	Hs_ps1-2	E
ENSP00000262462	166	1	361	Hs_ps1-2	H
ENSP00000262462	132	1	361	Hs_ps1-2	L
ENSP00000262462	58	2	227	Hs_ps1-2	E
ENSP00000262462	57	2	227	Hs_ps1-2	H
ENSP00000262462	112	2	227	Hs_ps1-2	L
ENSP00000262461	0	1	30	Hs_ps1-2	E
ENSP00000262461	8	1	30	Hs_ps1-2	H
ENSP00000262461	22	1	30	Hs_ps1-2	L
ENSP00000262461	3	2	3	Hs_ps1-2	E
ENSP00000262461	0	2	3	Hs_ps1-2	H
ENSP00000262461	0	2	3	Hs_ps1-2	L
ENSP00000262461	5	3	5	Hs_ps1-2	E
ENSP00000262461	0	3	5	Hs_ps1-2	H
ENSP00000262461	0	3	5	Hs_ps1-2	L
ENSP00000262461	100	4	933	Hs_ps1-2	E
ENSP00000262461	497	4	933	Hs_ps1-2	H
ENSP00000262461	336	4	933	Hs_ps1-2	L
ENSP00000216115	6	1	160	Hs_ps20-21	E
ENSP00000216115	95	1	160	Hs_ps20-21	H
ENSP00000216115	59	1	160	Hs_ps20-21	L
Raj_Hs_2617	0	1	59	Hs_ps31	E
Raj_Hs_2617	23	1	59	Hs_ps31	H
Raj_Hs_2617	36	1	59	Hs_ps31	L
Raj_Hs_2619	9	1	75	Hs_ps31	E
Raj_Hs_2619	20	1	75	Hs_ps31	H
Raj_Hs_2619	46	1	75	Hs_ps31	L
None_protein422810	13	1	61	Hs_igen	E
None_protein422810	22	1	61	Hs_igen	H
None_protein422810	26	1	61	Hs_igen	L
ENSP00000484893	3	1	54	Hs_ps13-17	E
ENSP00000484893	39	1	54	Hs_ps13-17	H
ENSP00000484893	12	1	54	Hs_ps13-17	L
ENSP00000491342	0	1	107	Hs_ps20-21	E
ENSP00000491342	0	1	107	Hs_ps20-21	H
ENSP00000491342	107	1	107	Hs_ps20-21	L
ENSP00000334181	9	1	129	Hs_ps1-2	E
ENSP00000334181	31	1	129	Hs_ps1-2	H
ENSP00000334181	89	1	129	Hs_ps1-2	L
ENSP00000334181	28	2	363	Hs_ps1-2	E
ENSP00000334181	81	2	363	Hs_ps1-2	H
ENSP00000334181	254	2	363	Hs_ps1-2	L
ENSP00000263754	3	1	28	Hs_ps1-2	E
ENSP00000263754	20	1	28	Hs_ps1-2	H
ENSP00000263754	5	1	28	Hs_ps1-2	L
ENSP00000263754	13	2	216	Hs_ps1-2	E
ENSP00000263754	133	2	216	Hs_ps1-2	H
ENSP00000263754	70	2	216	Hs_ps1-2	L
ENSP00000263754	55	3	225	Hs_ps1-2	E
ENSP00000263754	68	3	225	Hs_ps1-2	H
ENSP00000263754	102	3	225	Hs_ps1-2	L
ENSP00000263754	0	4	108	Hs_ps1-2	E
ENSP00000263754	69	4	108	Hs_ps1-2	H
ENSP00000263754	39	4	108	Hs_ps1-2	L
ENSP00000334187	0	1	118	Hs_ps31	E
ENSP00000334187	0	1	118	Hs_ps31	H
ENSP00000334187	118	1	118	Hs_ps31	L
ENSP00000338573	41	1	439	Hs_ps1-2	E
ENSP00000338573	207	1	439	Hs_ps1-2	H
ENSP00000338573	191	1	439	Hs_ps1-2	L
ENSP00000338573	0	2	43	Hs_ps1-2	E
ENSP00000338573	30	2	43	Hs_ps1-2	H
ENSP00000338573	13	2	43	Hs_ps1-2	L
ENSP00000307342	103	1	801	Hs_ps1-2	E
ENSP00000307342	284	1	801	Hs_ps1-2	H
ENSP00000307342	414	1	801	Hs_ps1-2	L
None_protein200010	31	1	79	Hs_igen	E
None_protein200010	0	1	79	Hs_igen	H
None_protein200010	48	1	79	Hs_igen	L
Hs_rnd_gnm2_763379	18	1	80	Hs_rand	E
Hs_rnd_gnm2_763379	24	1	80	Hs_rand	H
Hs_rnd_gnm2_763379	38	1	80	Hs_rand	L
None_protein315741	9	1	78	Hs_igen	E
None_protein315741	55	1	78	Hs_igen	H
None_protein315741	14	1	78	Hs_igen	L
None_protein1109770	14	1	69	Hs_igen	E
None_protein1109770	16	1	69	Hs_igen	H
None_protein1109770	39	1	69	Hs_igen	L
ENSP00000229195	29	1	98	Hs_ps1-2	E
ENSP00000229195	16	1	98	Hs_ps1-2	H
ENSP00000229195	53	1	98	Hs_ps1-2	L
Hs_rnd_gnm7_807580	0	1	57	Hs_rand	E
Hs_rnd_gnm7_807580	37	1	57	Hs_rand	H
Hs_rnd_gnm7_807580	20	1	57	Hs_rand	L
ENSP00000334985	22	1	72	Hs_ps31	E
ENSP00000334985	0	1	72	Hs_ps31	H
ENSP00000334985	50	1	72	Hs_ps31	L
Hs_rnd_gnm1_1101078	18	1	81	Hs_rand	E
Hs_rnd_gnm1_1101078	17	1	81	Hs_rand	H
Hs_rnd_gnm1_1101078	46	1	81	Hs_rand	L
Raj_Hs_2	12	1	45	Hs_ps31	E
Raj_Hs_2	0	1	45	Hs_ps31	H
Raj_Hs_2	33	1	45	Hs_ps31	L
Raj_Hs_8	18	1	124	Hs_ps31	E
Raj_Hs_8	42	1	124	Hs_ps31	H
Raj_Hs_8	64	1	124	Hs_ps31	L
ENSP00000234195	3	1	30	Hs_ps1-2	E
ENSP00000234195	12	1	30	Hs_ps1-2	H
ENSP00000234195	15	1	30	Hs_ps1-2	L
ENSP00000234195	0	2	361	Hs_ps1-2	E
ENSP00000234195	274	2	361	Hs_ps1-2	H
ENSP00000234195	87	2	361	Hs_ps1-2	L
None_protein730040	5	1	62	Hs_igen	E
None_protein730040	21	1	62	Hs_igen	H
None_protein730040	36	1	62	Hs_igen	L
Hs_rnd_gnm5_1236729	92	1	417	Hs_rand	E
Hs_rnd_gnm5_1236729	77	1	417	Hs_rand	H
Hs_rnd_gnm5_1236729	248	1	417	Hs_rand	L
None_protein1276271	19	1	125	Hs_igen	E
None_protein1276271	37	1	125	Hs_igen	H
None_protein1276271	69	1	125	Hs_igen	L
Raj_Hs_1031	3	1	69	Hs_ps31	E
Raj_Hs_1031	28	1	69	Hs_ps31	H
Raj_Hs_1031	38	1	69	Hs_ps31	L
None_protein1176073	16	1	93	Hs_igen	E
None_protein1176073	5	1	93	Hs_igen	H
None_protein1176073	72	1	93	Hs_igen	L
Raj_Hs_1035	22	1	47	Hs_ps31	E
Raj_Hs_1035	0	1	47	Hs_ps31	H
Raj_Hs_1035	25	1	47	Hs_ps31	L
Raj_Hs_1034	14	1	89	Hs_ps31	E
Raj_Hs_1034	33	1	89	Hs_ps31	H
Raj_Hs_1034	42	1	89	Hs_ps31	L
Hs_rnd_gnm1_867624	25	1	76	Hs_rand	E
Hs_rnd_gnm1_867624	7	1	76	Hs_rand	H
Hs_rnd_gnm1_867624	44	1	76	Hs_rand	L
Hs_rnd_gnm9_1244905	42	1	120	Hs_rand	E
Hs_rnd_gnm9_1244905	10	1	120	Hs_rand	H
Hs_rnd_gnm9_1244905	68	1	120	Hs_rand	L
vdp2013_S4_1046	18	1	134	Hs_ps31	E
vdp2013_S4_1046	37	1	134	Hs_ps31	H
vdp2013_S4_1046	79	1	134	Hs_ps31	L
None_protein987449	41	1	77	Hs_igen	E
None_protein987449	0	1	77	Hs_igen	H
None_protein987449	36	1	77	Hs_igen	L
Raj_Hs_339	29	1	48	Hs_ps31	E
Raj_Hs_339	0	1	48	Hs_ps31	H
Raj_Hs_339	19	1	48	Hs_ps31	L
ENSP00000383474	10	1	122	Hs_ps13-17	E
ENSP00000383474	49	1	122	Hs_ps13-17	H
ENSP00000383474	63	1	122	Hs_ps13-17	L
Raj_Hs_847	0	1	47	Hs_ps31	E
Raj_Hs_847	0	1	47	Hs_ps31	H
Raj_Hs_847	47	1	47	Hs_ps31	L
vdp2013_S4_579	5	1	40	Hs_ps31	E
vdp2013_S4_579	11	1	40	Hs_ps31	H
vdp2013_S4_579	24	1	40	Hs_ps31	L
vdp2013_S4_578	0	1	48	Hs_ps31	E
vdp2013_S4_578	25	1	48	Hs_ps31	H
vdp2013_S4_578	23	1	48	Hs_ps31	L
None_protein96991	0	1	85	Hs_igen	E
None_protein96991	48	1	85	Hs_igen	H
None_protein96991	37	1	85	Hs_igen	L
vdp2013_S4_571	0	1	53	Hs_ps31	E
vdp2013_S4_571	0	1	53	Hs_ps31	H
vdp2013_S4_571	53	1	53	Hs_ps31	L
vdp2013_S4_570	16	1	59	Hs_ps31	E
vdp2013_S4_570	0	1	59	Hs_ps31	H
vdp2013_S4_570	43	1	59	Hs_ps31	L
vdp2013_S4_572	16	1	82	Hs_ps31	E
vdp2013_S4_572	16	1	82	Hs_ps31	H
vdp2013_S4_572	50	1	82	Hs_ps31	L
vdp2013_S4_575	10	1	64	Hs_ps13-17	E
vdp2013_S4_575	9	1	64	Hs_ps13-17	H
vdp2013_S4_575	45	1	64	Hs_ps13-17	L
None_protein645098	4	1	75	Hs_igen	E
None_protein645098	6	1	75	Hs_igen	H
None_protein645098	65	1	75	Hs_igen	L
vdp2013_S4_576	5	1	49	Hs_ps31	E
vdp2013_S4_576	34	1	49	Hs_ps31	H
vdp2013_S4_576	10	1	49	Hs_ps31	L
Hs_rnd_gnm6_1032856	28	1	108	Hs_rand	E
Hs_rnd_gnm6_1032856	39	1	108	Hs_rand	H
Hs_rnd_gnm6_1032856	41	1	108	Hs_rand	L
None_protein1006647	18	1	53	Hs_igen	E
None_protein1006647	13	1	53	Hs_igen	H
None_protein1006647	22	1	53	Hs_igen	L
ENSP00000381657	46	1	326	Hs_ps1-2	E
ENSP00000381657	134	1	326	Hs_ps1-2	H
ENSP00000381657	146	1	326	Hs_ps1-2	L
ENSP00000381657	0	2	1054	Hs_ps1-2	E
ENSP00000381657	99	2	1054	Hs_ps1-2	H
ENSP00000381657	955	2	1054	Hs_ps1-2	L
None_protein1107746	24	1	69	Hs_igen	E
None_protein1107746	19	1	69	Hs_igen	H
None_protein1107746	26	1	69	Hs_igen	L
ENSP00000337180	95	1	448	Hs_ps1-2	E
ENSP00000337180	148	1	448	Hs_ps1-2	H
ENSP00000337180	205	1	448	Hs_ps1-2	L
ENSP00000320508	30	1	156	Hs_ps1-2	E
ENSP00000320508	39	1	156	Hs_ps1-2	H
ENSP00000320508	87	1	156	Hs_ps1-2	L
None_protein755889	21	1	55	Hs_igen	E
None_protein755889	0	1	55	Hs_igen	H
None_protein755889	34	1	55	Hs_igen	L
vdp2013_S4_1048	16	1	30	Hs_ps31	E
vdp2013_S4_1048	0	1	30	Hs_ps31	H
vdp2013_S4_1048	14	1	30	Hs_ps31	L
vdp2013_S4_1048	11	2	28	Hs_ps31	E
vdp2013_S4_1048	3	2	28	Hs_ps31	H
vdp2013_S4_1048	14	2	28	Hs_ps31	L
ENSP00000357778	2	1	41	Hs_ps31	E
ENSP00000357778	0	1	41	Hs_ps31	H
ENSP00000357778	39	1	41	Hs_ps31	L
ENSP00000357779	3	1	25	Hs_ps31	E
ENSP00000357779	0	1	25	Hs_ps31	H
ENSP00000357779	22	1	25	Hs_ps31	L
None_protein1264672	0	1	41	Hs_igen	E
None_protein1264672	22	1	41	Hs_igen	H
None_protein1264672	19	1	41	Hs_igen	L
ENSP00000357772	0	1	110	Hs_ps31	E
ENSP00000357772	0	1	110	Hs_ps31	H
ENSP00000357772	110	1	110	Hs_ps31	L
ENSP00000357773	2	1	30	Hs_ps31	E
ENSP00000357773	0	1	30	Hs_ps31	H
ENSP00000357773	28	1	30	Hs_ps31	L
ENSP00000357776	2	1	41	Hs_ps31	E
ENSP00000357776	0	1	41	Hs_ps31	H
ENSP00000357776	39	1	41	Hs_ps31	L
ENSP00000332116	14	1	401	Hs_ps1-2	E
ENSP00000332116	200	1	401	Hs_ps1-2	H
ENSP00000332116	187	1	401	Hs_ps1-2	L
ENSP00000258455	15	1	111	Hs_ps1-2	E
ENSP00000258455	43	1	111	Hs_ps1-2	H
ENSP00000258455	53	1	111	Hs_ps1-2	L
ENSP00000258455	30	2	247	Hs_ps1-2	E
ENSP00000258455	111	2	247	Hs_ps1-2	H
ENSP00000258455	106	2	247	Hs_ps1-2	L
ENSP00000383256	68	1	269	Hs_ps1-2	E
ENSP00000383256	51	1	269	Hs_ps1-2	H
ENSP00000383256	150	1	269	Hs_ps1-2	L
Hs_rnd_gnm6_1198759	4	1	67	Hs_rand	E
Hs_rnd_gnm6_1198759	20	1	67	Hs_rand	H
Hs_rnd_gnm6_1198759	43	1	67	Hs_rand	L
None_protein314834	48	1	104	Hs_igen	E
None_protein314834	7	1	104	Hs_igen	H
None_protein314834	49	1	104	Hs_igen	L
vdp2013_S4_1047	10	1	41	Hs_ps31	E
vdp2013_S4_1047	0	1	41	Hs_ps31	H
vdp2013_S4_1047	31	1	41	Hs_ps31	L
ENSP00000240327	74	1	374	Hs_ps1-2	E
ENSP00000240327	133	1	374	Hs_ps1-2	H
ENSP00000240327	167	1	374	Hs_ps1-2	L
vdp2013_S4_1041	8	1	62	Hs_ps31	E
vdp2013_S4_1041	3	1	62	Hs_ps31	H
vdp2013_S4_1041	51	1	62	Hs_ps31	L
ENSP00000360874	0	1	474	Hs_ps1-2	E
ENSP00000360874	370	1	474	Hs_ps1-2	H
ENSP00000360874	104	1	474	Hs_ps1-2	L
ENSP00000360876	0	1	490	Hs_ps1-2	E
ENSP00000360876	380	1	490	Hs_ps1-2	H
ENSP00000360876	110	1	490	Hs_ps1-2	L
Raj_Hs_597	9	1	47	Hs_ps31	E
Raj_Hs_597	0	1	47	Hs_ps31	H
Raj_Hs_597	38	1	47	Hs_ps31	L
vdp2013_S4_1049	0	1	188	Hs_ps31	E
vdp2013_S4_1049	0	1	188	Hs_ps31	H
vdp2013_S4_1049	188	1	188	Hs_ps31	L
Raj_Hs_591	8	1	107	Hs_ps20-21	E
Raj_Hs_591	22	1	107	Hs_ps20-21	H
Raj_Hs_591	77	1	107	Hs_ps20-21	L
Hs_rnd_gnm3_1007982	8	1	49	Hs_rand	E
Hs_rnd_gnm3_1007982	21	1	49	Hs_rand	H
Hs_rnd_gnm3_1007982	20	1	49	Hs_rand	L
ENSP00000362650	36	1	391	Hs_ps1-2	E
ENSP00000362650	197	1	391	Hs_ps1-2	H
ENSP00000362650	158	1	391	Hs_ps1-2	L
ENSP00000362650	11	2	178	Hs_ps1-2	E
ENSP00000362650	92	2	178	Hs_ps1-2	H
ENSP00000362650	75	2	178	Hs_ps1-2	L
vdp2013_S4_399	7	1	48	Hs_ps31	E
vdp2013_S4_399	13	1	48	Hs_ps31	H
vdp2013_S4_399	28	1	48	Hs_ps31	L
vdp2013_S4_395	16	1	50	Hs_ps13-17	E
vdp2013_S4_395	14	1	50	Hs_ps13-17	H
vdp2013_S4_395	20	1	50	Hs_ps13-17	L
vdp2013_S4_393	5	1	42	Hs_ps31	E
vdp2013_S4_393	16	1	42	Hs_ps31	H
vdp2013_S4_393	21	1	42	Hs_ps31	L
vdp2013_S4_392	0	1	56	Hs_ps31	E
vdp2013_S4_392	46	1	56	Hs_ps31	H
vdp2013_S4_392	10	1	56	Hs_ps31	L
Hs_rnd_gnm8_839977	22	1	73	Hs_rand	E
Hs_rnd_gnm8_839977	27	1	73	Hs_rand	H
Hs_rnd_gnm8_839977	24	1	73	Hs_rand	L
Hs_rnd_gnm8_228963	18	1	76	Hs_rand	E
Hs_rnd_gnm8_228963	33	1	76	Hs_rand	H
Hs_rnd_gnm8_228963	25	1	76	Hs_rand	L
None_protein1116788	17	1	95	Hs_igen	E
None_protein1116788	12	1	95	Hs_igen	H
None_protein1116788	66	1	95	Hs_igen	L
ENSP00000355966	48	1	283	Hs_ps1-2	E
ENSP00000355966	109	1	283	Hs_ps1-2	H
ENSP00000355966	126	1	283	Hs_ps1-2	L
ENSP00000355966	0	2	40	Hs_ps1-2	E
ENSP00000355966	34	2	40	Hs_ps1-2	H
ENSP00000355966	6	2	40	Hs_ps1-2	L
ENSP00000355966	0	3	36	Hs_ps1-2	E
ENSP00000355966	8	3	36	Hs_ps1-2	H
ENSP00000355966	28	3	36	Hs_ps1-2	L
None_protein471798	15	1	53	Hs_igen	E
None_protein471798	15	1	53	Hs_igen	H
None_protein471798	23	1	53	Hs_igen	L
None_protein346407	6	1	70	Hs_igen	E
None_protein346407	33	1	70	Hs_igen	H
None_protein346407	31	1	70	Hs_igen	L
None_protein993931	29	1	52	Hs_igen	E
None_protein993931	3	1	52	Hs_igen	H
None_protein993931	20	1	52	Hs_igen	L
ENSP00000355961	59	1	962	Hs_ps1-2	E
ENSP00000355961	604	1	962	Hs_ps1-2	H
ENSP00000355961	299	1	962	Hs_ps1-2	L
ENSP00000347714	79	1	287	Hs_ps13-17	E
ENSP00000347714	30	1	287	Hs_ps13-17	H
ENSP00000347714	178	1	287	Hs_ps13-17	L
Hs_rnd_gnm5_1059307	29	1	67	Hs_rand	E
Hs_rnd_gnm5_1059307	7	1	67	Hs_rand	H
Hs_rnd_gnm5_1059307	31	1	67	Hs_rand	L
None_protein1078114	7	1	44	Hs_igen	E
None_protein1078114	9	1	44	Hs_igen	H
None_protein1078114	28	1	44	Hs_igen	L
None_protein973968	26	1	58	Hs_igen	E
None_protein973968	20	1	58	Hs_igen	H
None_protein973968	12	1	58	Hs_igen	L
Hs_rnd_gnm9_32446	4	1	41	Hs_rand	E
Hs_rnd_gnm9_32446	23	1	41	Hs_rand	H
Hs_rnd_gnm9_32446	14	1	41	Hs_rand	L
ENSP00000296273	28	1	327	Hs_ps1-2	E
ENSP00000296273	199	1	327	Hs_ps1-2	H
ENSP00000296273	100	1	327	Hs_ps1-2	L
ENSP00000350836	40	1	312	Hs_ps1-2	E
ENSP00000350836	184	1	312	Hs_ps1-2	H
ENSP00000350836	88	1	312	Hs_ps1-2	L
Hs_rnd_gnm4_956638	2	1	51	Hs_rand	E
Hs_rnd_gnm4_956638	12	1	51	Hs_rand	H
Hs_rnd_gnm4_956638	37	1	51	Hs_rand	L
Hs_rnd_gnm5_843054	48	1	121	Hs_rand	E
Hs_rnd_gnm5_843054	12	1	121	Hs_rand	H
Hs_rnd_gnm5_843054	61	1	121	Hs_rand	L
None_protein651290	29	1	68	Hs_igen	E
None_protein651290	12	1	68	Hs_igen	H
None_protein651290	27	1	68	Hs_igen	L
ENSP00000420195	27	1	262	Hs_ps1-2	E
ENSP00000420195	21	1	262	Hs_ps1-2	H
ENSP00000420195	214	1	262	Hs_ps1-2	L
ENSP00000479019	40	1	520	Hs_ps1-2	E
ENSP00000479019	279	1	520	Hs_ps1-2	H
ENSP00000479019	201	1	520	Hs_ps1-2	L
Hs_rnd_gnm10_700238	24	1	112	Hs_rand	E
Hs_rnd_gnm10_700238	55	1	112	Hs_rand	H
Hs_rnd_gnm10_700238	33	1	112	Hs_rand	L
ENSP00000458316	4	1	46	Hs_ps13-17	E
ENSP00000458316	5	1	46	Hs_ps13-17	H
ENSP00000458316	37	1	46	Hs_ps13-17	L
ENSP00000458316	4	2	51	Hs_ps13-17	E
ENSP00000458316	29	2	51	Hs_ps13-17	H
ENSP00000458316	18	2	51	Hs_ps13-17	L
ENSP00000458316	10	3	71	Hs_ps13-17	E
ENSP00000458316	5	3	71	Hs_ps13-17	H
ENSP00000458316	56	3	71	Hs_ps13-17	L
Hs_rnd_gnm5_799481	20	1	61	Hs_rand	E
Hs_rnd_gnm5_799481	8	1	61	Hs_rand	H
Hs_rnd_gnm5_799481	33	1	61	Hs_rand	L
None_protein1265237	30	1	85	Hs_igen	E
None_protein1265237	0	1	85	Hs_igen	H
None_protein1265237	55	1	85	Hs_igen	L
ENSP00000394107	30	1	242	Hs_ps1-2	E
ENSP00000394107	143	1	242	Hs_ps1-2	H
ENSP00000394107	69	1	242	Hs_ps1-2	L
None_protein790722	3	1	46	Hs_igen	E
None_protein790722	9	1	46	Hs_igen	H
None_protein790722	34	1	46	Hs_igen	L
None_protein790724	24	1	77	Hs_igen	E
None_protein790724	3	1	77	Hs_igen	H
None_protein790724	50	1	77	Hs_igen	L
ENSP00000482836	54	1	293	Hs_ps1-2	E
ENSP00000482836	114	1	293	Hs_ps1-2	H
ENSP00000482836	125	1	293	Hs_ps1-2	L
Hs_rnd_gnm6_719434	25	1	44	Hs_rand	E
Hs_rnd_gnm6_719434	0	1	44	Hs_rand	H
Hs_rnd_gnm6_719434	19	1	44	Hs_rand	L
Hs_rnd_gnm1_968597	18	1	84	Hs_rand	E
Hs_rnd_gnm1_968597	20	1	84	Hs_rand	H
Hs_rnd_gnm1_968597	46	1	84	Hs_rand	L
ENSP00000475641	26	1	197	Hs_ps1-2	E
ENSP00000475641	112	1	197	Hs_ps1-2	H
ENSP00000475641	59	1	197	Hs_ps1-2	L
ENSP00000062104	0	1	81	Hs_ps20-21	E
ENSP00000062104	50	1	81	Hs_ps20-21	H
ENSP00000062104	31	1	81	Hs_ps20-21	L
ENSP00000278856	179	1	385	Hs_ps1-2	E
ENSP00000278856	12	1	385	Hs_ps1-2	H
ENSP00000278856	194	1	385	Hs_ps1-2	L
None_protein141962	0	1	48	Hs_igen	E
None_protein141962	29	1	48	Hs_igen	H
None_protein141962	19	1	48	Hs_igen	L
Hs_rnd_gnm6_332408	13	1	52	Hs_rand	E
Hs_rnd_gnm6_332408	21	1	52	Hs_rand	H
Hs_rnd_gnm6_332408	18	1	52	Hs_rand	L
ENSP00000324882	83	1	661	Hs_ps1-2	E
ENSP00000324882	383	1	661	Hs_ps1-2	H
ENSP00000324882	195	1	661	Hs_ps1-2	L
ENSP00000262259	9	1	81	Hs_ps1-2	E
ENSP00000262259	34	1	81	Hs_ps1-2	H
ENSP00000262259	38	1	81	Hs_ps1-2	L
ENSP00000262259	2	2	35	Hs_ps1-2	E
ENSP00000262259	9	2	35	Hs_ps1-2	H
ENSP00000262259	24	2	35	Hs_ps1-2	L
ENSP00000262259	6	3	501	Hs_ps1-2	E
ENSP00000262259	114	3	501	Hs_ps1-2	H
ENSP00000262259	381	3	501	Hs_ps1-2	L
ENSP00000419852	28	1	190	Hs_ps1-2	E
ENSP00000419852	47	1	190	Hs_ps1-2	H
ENSP00000419852	115	1	190	Hs_ps1-2	L
Hs_rnd_gnm9_917874	11	1	61	Hs_rand	E
Hs_rnd_gnm9_917874	0	1	61	Hs_rand	H
Hs_rnd_gnm9_917874	50	1	61	Hs_rand	L
None_protein1097415	15	1	45	Hs_igen	E
None_protein1097415	6	1	45	Hs_igen	H
None_protein1097415	24	1	45	Hs_igen	L
ENSP00000305918	0	1	104	Hs_ps1-2	E
ENSP00000305918	67	1	104	Hs_ps1-2	H
ENSP00000305918	37	1	104	Hs_ps1-2	L
ENSP00000305918	0	2	106	Hs_ps1-2	E
ENSP00000305918	67	2	106	Hs_ps1-2	H
ENSP00000305918	39	2	106	Hs_ps1-2	L
ENSP00000305918	0	3	23	Hs_ps1-2	E
ENSP00000305918	23	3	23	Hs_ps1-2	H
ENSP00000305918	0	3	23	Hs_ps1-2	L
ENSP00000305918	7	4	153	Hs_ps1-2	E
ENSP00000305918	51	4	153	Hs_ps1-2	H
ENSP00000305918	95	4	153	Hs_ps1-2	L
Hs_JP201901_388	32	1	108	Hs_ps31	E
Hs_JP201901_388	15	1	108	Hs_ps31	H
Hs_JP201901_388	61	1	108	Hs_ps31	L
Hs_JP201901_381	8	1	34	Hs_ps31	E
Hs_JP201901_381	14	1	34	Hs_ps31	H
Hs_JP201901_381	12	1	34	Hs_ps31	L
Hs_JP201901_383	13	1	67	Hs_ps31	E
Hs_JP201901_383	21	1	67	Hs_ps31	H
Hs_JP201901_383	33	1	67	Hs_ps31	L
Hs_JP201901_386	26	1	66	Hs_ps20-21	E
Hs_JP201901_386	0	1	66	Hs_ps20-21	H
Hs_JP201901_386	40	1	66	Hs_ps20-21	L
None_protein216782	18	1	55	Hs_igen	E
None_protein216782	0	1	55	Hs_igen	H
None_protein216782	37	1	55	Hs_igen	L
ENSP00000371234	0	1	158	Hs_ps13-17	E
ENSP00000371234	0	1	158	Hs_ps13-17	H
ENSP00000371234	158	1	158	Hs_ps13-17	L
ENSP00000317790	19	1	3635	Hs_ps1-2	E
ENSP00000317790	3377	1	3635	Hs_ps1-2	H
ENSP00000317790	239	1	3635	Hs_ps1-2	L
None_protein912599	5	1	42	Hs_igen	E
None_protein912599	3	1	42	Hs_igen	H
None_protein912599	34	1	42	Hs_igen	L
Hs_rnd_gnm6_330370	19	1	59	Hs_rand	E
Hs_rnd_gnm6_330370	21	1	59	Hs_rand	H
Hs_rnd_gnm6_330370	19	1	59	Hs_rand	L
Raj_Hs_3068	2	1	24	Hs_ps31	E
Raj_Hs_3068	12	1	24	Hs_ps31	H
Raj_Hs_3068	10	1	24	Hs_ps31	L
ENSP00000478568	0	1	110	Hs_ps13-17	E
ENSP00000478568	0	1	110	Hs_ps13-17	H
ENSP00000478568	110	1	110	Hs_ps13-17	L
Raj_Hs_3060	17	1	71	Hs_ps31	E
Raj_Hs_3060	0	1	71	Hs_ps31	H
Raj_Hs_3060	54	1	71	Hs_ps31	L
Raj_Hs_3061	8	1	62	Hs_ps31	E
Raj_Hs_3061	19	1	62	Hs_ps31	H
Raj_Hs_3061	35	1	62	Hs_ps31	L
None_protein199534	25	1	113	Hs_igen	E
None_protein199534	14	1	113	Hs_igen	H
None_protein199534	74	1	113	Hs_igen	L
Raj_Hs_3066	10	1	56	Hs_ps31	E
Raj_Hs_3066	5	1	56	Hs_ps31	H
Raj_Hs_3066	41	1	56	Hs_ps31	L
Hs_rnd_gnm1_288467	11	1	53	Hs_rand	E
Hs_rnd_gnm1_288467	16	1	53	Hs_rand	H
Hs_rnd_gnm1_288467	26	1	53	Hs_rand	L
Hs_rnd_gnm2_612949	10	1	64	Hs_rand	E
Hs_rnd_gnm2_612949	24	1	64	Hs_rand	H
Hs_rnd_gnm2_612949	30	1	64	Hs_rand	L
None_protein1720	3	1	27	Hs_igen	E
None_protein1720	3	1	27	Hs_igen	H
None_protein1720	21	1	27	Hs_igen	L
None_protein1720	3	2	50	Hs_igen	E
None_protein1720	0	2	50	Hs_igen	H
None_protein1720	47	2	50	Hs_igen	L
Raj_Hs_2440	24	1	56	Hs_ps31	E
Raj_Hs_2440	3	1	56	Hs_ps31	H
Raj_Hs_2440	29	1	56	Hs_ps31	L
ENSP00000312671	48	1	116	Hs_ps1-2	E
ENSP00000312671	9	1	116	Hs_ps1-2	H
ENSP00000312671	59	1	116	Hs_ps1-2	L
ENSP00000312671	5	2	144	Hs_ps1-2	E
ENSP00000312671	64	2	144	Hs_ps1-2	H
ENSP00000312671	75	2	144	Hs_ps1-2	L
