protein	group	loop_length
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	7
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	6
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	14
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	14
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	15
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	16
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	12
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	12
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	11
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	11
ENSP00000217939	pfam_whole	185
ENSP00000420321	pfam	10
ENSP00000420321	pfam_whole	71
ENSP00000420321	pfam	11
ENSP00000420321	pfam_whole	71
ENSP00000420321	pfam	10
ENSP00000420321	pfam_whole	71
ENSP00000420321	pfam	17
ENSP00000420321	pfam_whole	71
ENSP00000420321	pfam	11
ENSP00000420321	pfam_whole	71
ENSP00000327536	pfam	10
ENSP00000327536	pfam_whole	23
ENSP00000327536	pfam	11
ENSP00000327536	pfam_whole	23
ENSP00000327536	pfam	10
ENSP00000327536	pfam_whole	23
ENSP00000327536	pfam	17
ENSP00000327536	pfam_whole	23
ENSP00000327536	pfam	12
ENSP00000327536	pfam_whole	23
ENSP00000348645	pfam	12
ENSP00000348645	pfam_whole	98
ENSP00000348645	pfam	9
ENSP00000348645	pfam_whole	98
ENSP00000348645	pfam	11
ENSP00000348645	pfam_whole	98
ENSP00000348645	pfam	11
ENSP00000348645	pfam_whole	98
ENSP00000263665	pfam	6
ENSP00000263665	pfam_whole	36
ENSP00000263665	pfam	9
ENSP00000263665	pfam_whole	36
ENSP00000263665	pfam	10
ENSP00000263665	pfam_whole	36
ENSP00000263665	pfam	11
ENSP00000263665	pfam_whole	36
ENSP00000263665	pfam	13
ENSP00000263665	pfam_whole	36
ENSP00000479241	pfam	12
ENSP00000479241	pfam_whole	54
ENSP00000479241	pfam	12
ENSP00000479241	pfam_whole	54
ENSP00000479241	pfam	13
ENSP00000479241	pfam_whole	54
ENSP00000479241	pfam	54
ENSP00000479241	pfam_whole	54
ENSP00000479241	pfam	13
ENSP00000479241	pfam_whole	54
ENSP00000262113	pfam	8
ENSP00000262113	pfam_whole	42
ENSP00000262113	pfam	11
ENSP00000262113	pfam_whole	42
ENSP00000262113	pfam	6
ENSP00000262113	pfam_whole	42
ENSP00000261908	pfam	7
ENSP00000261908	pfam_whole	265
ENSP00000261908	pfam	10
ENSP00000261908	pfam_whole	265
ENSP00000261908	pfam	12
ENSP00000261908	pfam_whole	265
ENSP00000261908	pfam	11
ENSP00000261908	pfam_whole	265
ENSP00000273395	pfam	6
ENSP00000273395	pfam_whole	76
ENSP00000273395	pfam	11
ENSP00000273395	pfam_whole	76
ENSP00000273395	pfam	10
ENSP00000273395	pfam_whole	76
ENSP00000326759	pfam	28
ENSP00000326759	pfam_whole	69
ENSP00000326759	pfam	14
ENSP00000326759	pfam_whole	69
ENSP00000326759	pfam	8
ENSP00000326759	pfam_whole	69
ENSP00000369921	pfam	12
ENSP00000369921	pfam_whole	78
ENSP00000369921	pfam	11
ENSP00000369921	pfam_whole	78
ENSP00000369921	pfam	10
ENSP00000369921	pfam_whole	78
ENSP00000369921	pfam	11
ENSP00000369921	pfam_whole	78
ENSP00000396722	pfam	11
ENSP00000396722	pfam_whole	14
ENSP00000396722	pfam	6
ENSP00000396722	pfam_whole	14
ENSP00000396722	pfam	6
ENSP00000396722	pfam_whole	14
ENSP00000435466	pfam	19
ENSP00000435466	pfam_whole	26
ENSP00000435466	pfam	7
ENSP00000435466	pfam_whole	26
ENSP00000435466	pfam	8
ENSP00000435466	pfam_whole	26
ENSP00000393312	pfam	10
ENSP00000393312	pfam_whole	43
ENSP00000393312	pfam	14
ENSP00000393312	pfam_whole	43
ENSP00000393312	pfam	16
ENSP00000393312	pfam_whole	43
ENSP00000270642	pfam	17
ENSP00000270642	pfam_whole	17
ENSP00000270642	pfam	7
ENSP00000270642	pfam_whole	17
ENSP00000270642	pfam	12
ENSP00000270642	pfam_whole	17
ENSP00000290401	pfam	25
ENSP00000290401	pfam_whole	31
ENSP00000290401	pfam	15
ENSP00000290401	pfam_whole	31
ENSP00000305334	pfam	12
ENSP00000305334	pfam_whole	61
ENSP00000305334	pfam	12
ENSP00000305334	pfam_whole	61
ENSP00000364860	pfam	13
ENSP00000364860	pfam_whole	119
ENSP00000360120	pfam	12
ENSP00000360120	pfam_whole	62
ENSP00000311184	pfam	18
ENSP00000311184	pfam_whole	56
ENSP00000288135	pfam	25
ENSP00000288135	pfam_whole	31
ENSP00000278198	pfam	7
ENSP00000278198	pfam_whole	75
ENSP00000319279	pfam	12
ENSP00000319279	pfam_whole	103
ENSP00000469759	pfam	17
ENSP00000469759	pfam_whole	43
ENSP00000434849	pfam	28
ENSP00000434849	pfam_whole	37
ENSP00000332455	pfam	25
ENSP00000332455	pfam_whole	25
ENSP00000343701	pfam	32
ENSP00000343701	pfam_whole	32
ENSP00000342667	pfam	39
ENSP00000342667	pfam_whole	39
ENSP00000342667	pfam	10
ENSP00000342667	pfam_whole	39
ENSP00000324956	pfam	0
ENSP00000324956	pfam_whole	88
ENSP00000324956	pfam	29
ENSP00000324956	pfam_whole	88
ENSP00000428698	pfam	0
ENSP00000428698	pfam_whole	44
ENSP00000428698	pfam	16
ENSP00000428698	pfam_whole	44
ENSP00000370512	pfam	13
ENSP00000370512	pfam_whole	50
ENSP00000370512	pfam	10
ENSP00000370512	pfam_whole	50
ENSP00000282466	pfam	6
ENSP00000282466	pfam_whole	113
ENSP00000282466	pfam	9
ENSP00000282466	pfam_whole	113
ENSP00000282466	pfam	14
ENSP00000282466	pfam_whole	113
ENSP00000282466	pfam	9
ENSP00000282466	pfam_whole	113
ENSP00000282466	pfam	21
ENSP00000282466	pfam_whole	113
ENSP00000282466	pfam	12
ENSP00000282466	pfam_whole	113
ENSP00000282466	pfam	12
ENSP00000282466	pfam_whole	113
ENSP00000282466	pfam	13
ENSP00000282466	pfam_whole	113
ENSP00000282466	pfam	9
ENSP00000282466	pfam_whole	113
ENSP00000217939	pfam	7
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	6
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	14
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	14
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	15
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	16
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	12
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	11
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	11
ENSP00000217939	pfam_whole	185
ENSP00000385636	pfam	9
ENSP00000385636	pfam_whole	33
ENSP00000385636	pfam	11
ENSP00000385636	pfam_whole	33
ENSP00000385636	pfam	6
ENSP00000385636	pfam_whole	33
ENSP00000263665	pfam	6
ENSP00000263665	pfam_whole	36
ENSP00000263665	pfam	9
ENSP00000263665	pfam_whole	36
ENSP00000263665	pfam	10
ENSP00000263665	pfam_whole	36
ENSP00000263665	pfam	11
ENSP00000263665	pfam_whole	36
ENSP00000263665	pfam	13
ENSP00000263665	pfam_whole	36
ENSP00000479241	pfam	12
ENSP00000479241	pfam_whole	54
ENSP00000479241	pfam	12
ENSP00000479241	pfam_whole	54
ENSP00000479241	pfam	13
ENSP00000479241	pfam_whole	54
ENSP00000479241	pfam	54
ENSP00000479241	pfam_whole	54
ENSP00000479241	pfam	13
ENSP00000479241	pfam_whole	54
ENSP00000327536	pfam	10
ENSP00000327536	pfam_whole	23
ENSP00000327536	pfam	11
ENSP00000327536	pfam_whole	23
ENSP00000327536	pfam	10
ENSP00000327536	pfam_whole	23
ENSP00000327536	pfam	17
ENSP00000327536	pfam_whole	23
ENSP00000327536	pfam	12
ENSP00000327536	pfam_whole	23
ENSP00000420321	pfam	10
ENSP00000420321	pfam_whole	71
ENSP00000420321	pfam	11
ENSP00000420321	pfam_whole	71
ENSP00000420321	pfam	10
ENSP00000420321	pfam_whole	71
ENSP00000420321	pfam	17
ENSP00000420321	pfam_whole	71
ENSP00000420321	pfam	11
ENSP00000420321	pfam_whole	71
ENSP00000348645	pfam	12
ENSP00000348645	pfam_whole	98
ENSP00000348645	pfam	9
ENSP00000348645	pfam_whole	98
ENSP00000348645	pfam	11
ENSP00000348645	pfam_whole	98
ENSP00000273395	pfam	8
ENSP00000273395	pfam_whole	76
ENSP00000273395	pfam	11
ENSP00000273395	pfam_whole	76
ENSP00000273395	pfam	10
ENSP00000273395	pfam_whole	76
ENSP00000261908	pfam	7
ENSP00000261908	pfam_whole	265
ENSP00000261908	pfam	10
ENSP00000261908	pfam_whole	265
ENSP00000261908	pfam	12
ENSP00000261908	pfam_whole	265
ENSP00000261908	pfam	11
ENSP00000261908	pfam_whole	265
ENSP00000396722	pfam	11
ENSP00000396722	pfam_whole	14
ENSP00000396722	pfam	6
ENSP00000396722	pfam_whole	14
ENSP00000393312	pfam	10
ENSP00000393312	pfam_whole	43
ENSP00000393312	pfam	14
ENSP00000393312	pfam_whole	43
ENSP00000393312	pfam	16
ENSP00000393312	pfam_whole	43
ENSP00000270642	pfam	17
ENSP00000270642	pfam_whole	17
ENSP00000270642	pfam	7
ENSP00000270642	pfam_whole	17
ENSP00000270642	pfam	12
ENSP00000270642	pfam_whole	17
ENSP00000262113	pfam	6
ENSP00000262113	pfam_whole	42
ENSP00000369921	pfam	10
ENSP00000369921	pfam_whole	78
ENSP00000435466	pfam	11
ENSP00000435466	pfam_whole	26
ENSP00000435466	pfam	6
ENSP00000435466	pfam_whole	26
ENSP00000435466	pfam	8
ENSP00000435466	pfam_whole	26
ENSP00000326759	pfam	28
ENSP00000326759	pfam_whole	69
ENSP00000326759	pfam	14
ENSP00000326759	pfam_whole	69
ENSP00000326759	pfam	8
ENSP00000326759	pfam_whole	69
ENSP00000290401	pfam	25
ENSP00000290401	pfam_whole	31
ENSP00000288135	pfam	25
ENSP00000288135	pfam_whole	31
ENSP00000305334	pfam	12
ENSP00000305334	pfam_whole	61
ENSP00000305334	pfam	12
ENSP00000305334	pfam_whole	61
ENSP00000319279	pfam	12
ENSP00000319279	pfam_whole	103
ENSP00000278198	pfam	7
ENSP00000278198	pfam_whole	75
ENSP00000360120	pfam	12
ENSP00000360120	pfam_whole	62
ENSP00000311184	pfam	18
ENSP00000311184	pfam_whole	56
ENSP00000434849	pfam	28
ENSP00000434849	pfam_whole	37
ENSP00000266581	pfam	8
ENSP00000266581	pfam_whole	48
ENSP00000364860	pfam	13
ENSP00000364860	pfam_whole	119
ENSP00000370813	pfam	4
ENSP00000370813	pfam_whole	33
ENSP00000354691	pfam	8
ENSP00000354691	pfam_whole	21
ENSP00000354691	pfam	8
ENSP00000354691	pfam_whole	21
ENSP00000354691	pfam	9
ENSP00000354691	pfam_whole	21
ENSP00000354691	pfam	9
ENSP00000354691	pfam_whole	21
ENSP00000354691	pfam	15
ENSP00000354691	pfam_whole	21
ENSP00000354691	pfam	16
ENSP00000354691	pfam_whole	21
ENSP00000354691	pfam	15
ENSP00000354691	pfam_whole	21
ENSP00000282466	pfam	6
ENSP00000282466	pfam_whole	113
ENSP00000282466	pfam	9
ENSP00000282466	pfam_whole	113
ENSP00000282466	pfam	9
ENSP00000282466	pfam_whole	113
ENSP00000282466	pfam	13
ENSP00000282466	pfam_whole	113
ENSP00000385636	pfam	11
ENSP00000385636	pfam_whole	33
ENSP00000385636	pfam	6
ENSP00000385636	pfam_whole	33
ENSP00000217939	pfam	7
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	12
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	11
ENSP00000217939	pfam_whole	185
ENSP00000327536	pfam	10
ENSP00000327536	pfam_whole	23
ENSP00000327536	pfam	11
ENSP00000327536	pfam_whole	23
ENSP00000327536	pfam	10
ENSP00000327536	pfam_whole	23
ENSP00000327536	pfam	17
ENSP00000327536	pfam_whole	23
ENSP00000327536	pfam	12
ENSP00000327536	pfam_whole	23
ENSP00000263665	pfam	6
ENSP00000263665	pfam_whole	36
ENSP00000263665	pfam	9
ENSP00000263665	pfam_whole	36
ENSP00000263665	pfam	10
ENSP00000263665	pfam_whole	36
ENSP00000263665	pfam	13
ENSP00000263665	pfam_whole	36
ENSP00000420321	pfam	10
ENSP00000420321	pfam_whole	71
ENSP00000420321	pfam	10
ENSP00000420321	pfam_whole	71
ENSP00000420321	pfam	17
ENSP00000420321	pfam_whole	71
ENSP00000420321	pfam	11
ENSP00000420321	pfam_whole	71
ENSP00000348645	pfam	12
ENSP00000348645	pfam_whole	98
ENSP00000348645	pfam	9
ENSP00000348645	pfam_whole	98
ENSP00000348645	pfam	11
ENSP00000348645	pfam_whole	98
ENSP00000479241	pfam	13
ENSP00000479241	pfam_whole	54
ENSP00000479241	pfam	13
ENSP00000479241	pfam_whole	54
ENSP00000261908	pfam	7
ENSP00000261908	pfam_whole	265
ENSP00000261908	pfam	10
ENSP00000261908	pfam_whole	265
ENSP00000261908	pfam	12
ENSP00000261908	pfam_whole	265
ENSP00000273395	pfam	6
ENSP00000273395	pfam_whole	76
ENSP00000273395	pfam	11
ENSP00000273395	pfam_whole	76
ENSP00000273395	pfam	10
ENSP00000273395	pfam_whole	76
ENSP00000435466	pfam	11
ENSP00000435466	pfam_whole	26
ENSP00000468936	pfam	6
ENSP00000468936	pfam_whole	18
ENSP00000369921	pfam	10
ENSP00000369921	pfam_whole	78
ENSP00000396722	pfam	11
ENSP00000396722	pfam_whole	14
ENSP00000396722	pfam	6
ENSP00000396722	pfam_whole	14
ENSP00000396722	pfam	6
ENSP00000396722	pfam_whole	14
ENSP00000262113	pfam	6
ENSP00000262113	pfam_whole	42
ENSP00000270642	pfam	7
ENSP00000270642	pfam_whole	17
ENSP00000270642	pfam	12
ENSP00000270642	pfam_whole	17
ENSP00000326759	pfam	14
ENSP00000326759	pfam_whole	69
ENSP00000326759	pfam	8
ENSP00000326759	pfam_whole	69
ENSP00000319279	pfam	12
ENSP00000319279	pfam_whole	103
ENSP00000319279	pfam	8
ENSP00000319279	pfam_whole	103
ENSP00000393312	pfam	14
ENSP00000393312	pfam_whole	43
ENSP00000305334	pfam	12
ENSP00000305334	pfam_whole	61
ENSP00000469759	pfam	17
ENSP00000469759	pfam_whole	43
ENSP00000364860	pfam	13
ENSP00000364860	pfam_whole	119
ENSP00000360120	pfam	12
ENSP00000360120	pfam_whole	62
ENSP00000311184	pfam	18
ENSP00000311184	pfam_whole	56
ENSP00000434849	pfam	28
ENSP00000434849	pfam_whole	37
ENSP00000278198	pfam	7
ENSP00000278198	pfam_whole	75
ENSP00000282466	pfam	6
ENSP00000282466	pfam_whole	113
ENSP00000282466	pfam	9
ENSP00000282466	pfam_whole	113
ENSP00000282466	pfam	9
ENSP00000282466	pfam_whole	113
ENSP00000282466	pfam	14
ENSP00000282466	pfam_whole	113
ENSP00000282466	pfam	9
ENSP00000282466	pfam_whole	113
ENSP00000282466	pfam	21
ENSP00000282466	pfam_whole	113
ENSP00000282466	pfam	12
ENSP00000282466	pfam_whole	113
ENSP00000282466	pfam	12
ENSP00000282466	pfam_whole	113
ENSP00000282466	pfam	13
ENSP00000282466	pfam_whole	113
ENSP00000282466	pfam	8
ENSP00000282466	pfam_whole	113
ENSP00000282466	pfam	9
ENSP00000282466	pfam_whole	113
ENSP00000217939	pfam	16
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	7
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	6
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	14
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	14
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	15
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	16
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	12
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	12
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	11
ENSP00000217939	pfam_whole	185
ENSP00000217939	pfam	11
ENSP00000217939	pfam_whole	185
ENSP00000385636	pfam	11
ENSP00000385636	pfam_whole	33
ENSP00000385636	pfam	14
ENSP00000385636	pfam_whole	33
ENSP00000385636	pfam	10
ENSP00000385636	pfam_whole	33
ENSP00000385636	pfam	10
ENSP00000385636	pfam_whole	33
ENSP00000385636	pfam	6
ENSP00000385636	pfam_whole	33
ENSP00000385636	pfam	11
ENSP00000385636	pfam_whole	33
ENSP00000385636	pfam	6
ENSP00000385636	pfam_whole	33
ENSP00000420321	pfam	10
ENSP00000420321	pfam_whole	71
ENSP00000420321	pfam	11
ENSP00000420321	pfam_whole	71
ENSP00000420321	pfam	10
ENSP00000420321	pfam_whole	71
ENSP00000420321	pfam	17
ENSP00000420321	pfam_whole	71
ENSP00000420321	pfam	11
ENSP00000420321	pfam_whole	71
ENSP00000327536	pfam	10
ENSP00000327536	pfam_whole	23
ENSP00000327536	pfam	11
ENSP00000327536	pfam_whole	23
ENSP00000327536	pfam	10
ENSP00000327536	pfam_whole	23
ENSP00000327536	pfam	17
ENSP00000327536	pfam_whole	23
ENSP00000327536	pfam	12
ENSP00000327536	pfam_whole	23
ENSP00000263665	pfam	6
ENSP00000263665	pfam_whole	36
ENSP00000263665	pfam	12
ENSP00000263665	pfam_whole	36
ENSP00000263665	pfam	9
ENSP00000263665	pfam_whole	36
ENSP00000263665	pfam	10
ENSP00000263665	pfam_whole	36
ENSP00000263665	pfam	11
ENSP00000263665	pfam_whole	36
ENSP00000263665	pfam	13
ENSP00000263665	pfam_whole	36
ENSP00000354691	pfam	9
ENSP00000354691	pfam_whole	21
ENSP00000354691	pfam	9
ENSP00000354691	pfam_whole	21
ENSP00000354691	pfam	15
ENSP00000354691	pfam_whole	21
ENSP00000354691	pfam	16
ENSP00000354691	pfam_whole	21
ENSP00000354691	pfam	15
ENSP00000354691	pfam_whole	21
ENSP00000479241	pfam	12
ENSP00000479241	pfam_whole	54
ENSP00000479241	pfam	12
ENSP00000479241	pfam_whole	54
ENSP00000479241	pfam	13
ENSP00000479241	pfam_whole	54
ENSP00000479241	pfam	54
ENSP00000479241	pfam_whole	54
ENSP00000479241	pfam	13
ENSP00000479241	pfam_whole	54
ENSP00000348645	pfam	12
ENSP00000348645	pfam_whole	98
ENSP00000348645	pfam	9
ENSP00000348645	pfam_whole	98
ENSP00000348645	pfam	11
ENSP00000348645	pfam_whole	98
ENSP00000348645	pfam	11
ENSP00000348645	pfam_whole	98
ENSP00000261908	pfam	7
ENSP00000261908	pfam_whole	265
ENSP00000261908	pfam	10
ENSP00000261908	pfam_whole	265
ENSP00000261908	pfam	12
ENSP00000261908	pfam_whole	265
ENSP00000261908	pfam	11
ENSP00000261908	pfam_whole	265
ENSP00000273395	pfam	6
ENSP00000273395	pfam_whole	76
ENSP00000273395	pfam	11
ENSP00000273395	pfam_whole	76
ENSP00000273395	pfam	10
ENSP00000273395	pfam_whole	76
ENSP00000262113	pfam	8
ENSP00000262113	pfam_whole	42
ENSP00000262113	pfam	6
ENSP00000262113	pfam_whole	42
ENSP00000369921	pfam	12
ENSP00000369921	pfam_whole	78
ENSP00000369921	pfam	11
ENSP00000369921	pfam_whole	78
ENSP00000369921	pfam	10
ENSP00000369921	pfam_whole	78
ENSP00000369921	pfam	11
ENSP00000369921	pfam_whole	78
ENSP00000435466	pfam	6
ENSP00000435466	pfam_whole	26
ENSP00000435466	pfam	8
ENSP00000435466	pfam_whole	26
ENSP00000326759	pfam	28
ENSP00000326759	pfam_whole	69
ENSP00000326759	pfam	14
ENSP00000326759	pfam_whole	69
ENSP00000326759	pfam	8
ENSP00000326759	pfam_whole	69
ENSP00000396722	pfam	6
ENSP00000396722	pfam_whole	14
ENSP00000396722	pfam	6
ENSP00000396722	pfam_whole	14
ENSP00000290401	pfam	25
ENSP00000290401	pfam_whole	31
ENSP00000290401	pfam	10
ENSP00000290401	pfam_whole	31
ENSP00000290401	pfam	15
ENSP00000290401	pfam_whole	31
ENSP00000468936	pfam	6
ENSP00000468936	pfam_whole	18
ENSP00000270642	pfam	7
ENSP00000270642	pfam_whole	17
ENSP00000270642	pfam	12
ENSP00000270642	pfam_whole	17
ENSP00000393312	pfam	14
ENSP00000393312	pfam_whole	43
ENSP00000393312	pfam	16
ENSP00000393312	pfam_whole	43
ENSP00000305334	pfam	12
ENSP00000305334	pfam_whole	61
ENSP00000305334	pfam	12
ENSP00000305334	pfam_whole	61
ENSP00000319279	pfam	12
ENSP00000319279	pfam_whole	103
ENSP00000319279	pfam	7
ENSP00000319279	pfam_whole	103
ENSP00000288135	pfam	25
ENSP00000288135	pfam_whole	31
ENSP00000360120	pfam	12
ENSP00000360120	pfam_whole	62
ENSP00000434849	pfam	28
ENSP00000434849	pfam_whole	37
ENSP00000364860	pfam	13
ENSP00000364860	pfam_whole	119
ENSP00000469759	pfam	17
ENSP00000469759	pfam_whole	43
ENSP00000311184	pfam	18
ENSP00000311184	pfam_whole	56
ENSP00000278198	pfam	7
ENSP00000278198	pfam_whole	75
ENSP00000430684	pfam	0
ENSP00000430684	pfam_whole	39
ENSP00000344503	pfam	68
ENSP00000344503	pfam_whole	304
ENSP00000345096	pfam	13
ENSP00000345096	pfam_whole	25
ENSP00000462664	pfam	39
ENSP00000462664	pfam_whole	165
ENSP00000462664	pfam	27
ENSP00000462664	pfam_whole	165
ENSP00000357981	pfam	9
ENSP00000357981	pfam_whole	45
ENSP00000345344	pfam	9
ENSP00000345344	pfam_whole	44
ENSP00000271651	pfam	10
ENSP00000271651	pfam_whole	47
ENSP00000310832	pfam	9
ENSP00000310832	pfam_whole	45
ENSP00000269159	pfam	16
ENSP00000269159	pfam_whole	16
ENSP00000262644	pfam	21
ENSP00000262644	pfam_whole	33
ENSP00000370813	pfam	23
ENSP00000370813	pfam_whole	33
ENSP00000380440	pfam	5
ENSP00000380440	pfam_whole	38
ENSP00000264741	pfam	40
ENSP00000264741	pfam_whole	40
ENSP00000283249	pfam	23
ENSP00000283249	pfam_whole	223
ENSP00000296181	pfam	45
ENSP00000296181	pfam_whole	371
ENSP00000283249	pfam	1
ENSP00000283249	pfam_whole	223
ENSP00000296181	pfam	1
ENSP00000296181	pfam_whole	371
ENSP00000296181	pfam	0
ENSP00000296181	pfam_whole	371
ENSP00000283249	pfam	0
ENSP00000283249	pfam_whole	223
ENSP00000351209	pfam	9
ENSP00000351209	pfam_whole	73
ENSP00000411940	pfam	12
ENSP00000411940	pfam_whole	12
ENSP00000369564	pfam	11
ENSP00000369564	pfam_whole	17
ENSP00000369553	pfam	11
ENSP00000369553	pfam_whole	11
ENSP00000369581	pfam	11
ENSP00000369581	pfam_whole	11
ENSP00000310260	pfam	5
ENSP00000310260	pfam_whole	208
ENSP00000352011	pfam	98
ENSP00000352011	pfam_whole	232
ENSP00000352011	pfam	16
ENSP00000352011	pfam_whole	232
ENSP00000352011	pfam	28
ENSP00000352011	pfam_whole	232
ENSP00000352011	pfam	15
ENSP00000352011	pfam_whole	232
ENSP00000319591	pfam	14
ENSP00000319591	pfam_whole	25
ENSP00000315654	pfam	13
ENSP00000315654	pfam_whole	13
ENSP00000368966	pfam	16
ENSP00000368966	pfam_whole	19
ENSP00000352035	pfam	12
ENSP00000352035	pfam_whole	218
ENSP00000352358	pfam	14
ENSP00000352358	pfam_whole	29
ENSP00000307342	pfam	9
ENSP00000307342	pfam_whole	9
ENSP00000385717	pfam	19
ENSP00000385717	pfam_whole	157
ENSP00000480090	pfam	14
ENSP00000480090	pfam_whole	43
ENSP00000355580	pfam	12
ENSP00000355580	pfam_whole	13
ENSP00000355580	pfam	13
ENSP00000355580	pfam_whole	13
ENSP00000334650	pfam	13
ENSP00000334650	pfam_whole	51
ENSP00000334650	pfam	10
ENSP00000334650	pfam_whole	51
ENSP00000352527	pfam	13
ENSP00000352527	pfam_whole	59
ENSP00000352527	pfam	18
ENSP00000352527	pfam_whole	59
ENSP00000315654	pfam	13
ENSP00000315654	pfam_whole	13
ENSP00000385717	pfam	19
ENSP00000385717	pfam_whole	157
ENSP00000319591	pfam	11
ENSP00000319591	pfam_whole	25
ENSP00000352035	pfam	12
ENSP00000352035	pfam_whole	218
ENSP00000307342	pfam	8
ENSP00000307342	pfam_whole	9
ENSP00000323780	pfam	52
ENSP00000323780	pfam_whole	123
ENSP00000272117	pfam	26
ENSP00000272117	pfam_whole	679
ENSP00000487693	pfam	32
ENSP00000487693	pfam_whole	32
ENSP00000261839	pfam	0
ENSP00000261839	pfam_whole	41
ENSP00000261839	pfam	0
ENSP00000261839	pfam_whole	41
ENSP00000261839	pfam	0
ENSP00000261839	pfam_whole	41
ENSP00000261839	pfam	0
ENSP00000261839	pfam_whole	41
ENSP00000274364	pfam	0
ENSP00000274364	pfam_whole	33
ENSP00000274364	pfam	0
ENSP00000274364	pfam_whole	33
ENSP00000386331	pfam	0
ENSP00000386331	pfam_whole	30
ENSP00000386331	pfam	0
ENSP00000386331	pfam_whole	30
ENSP00000386461	pfam	0
ENSP00000386461	pfam_whole	34
ENSP00000386461	pfam	0
ENSP00000386461	pfam_whole	34
ENSP00000386461	pfam	0
ENSP00000386461	pfam_whole	34
ENSP00000386461	pfam	0
ENSP00000386461	pfam_whole	34
ENSP00000400669	pfam	0
ENSP00000400669	pfam_whole	12
ENSP00000480301	pfam	22
ENSP00000480301	pfam_whole	393
ENSP00000341479	pfam	19
ENSP00000341479	pfam_whole	35
ENSP00000273395	pfam	13
ENSP00000273395	pfam_whole	76
ENSP00000299518	pfam	16
ENSP00000299518	pfam_whole	19
ENSP00000482773	pfam	26
ENSP00000482773	pfam_whole	26
ENSP00000273541	pfam	31
ENSP00000273541	pfam_whole	31
ENSP00000228799	pfam	34
ENSP00000228799	pfam_whole	34
ENSP00000415769	pfam	15
ENSP00000415769	pfam_whole	49
ENSP00000482836	pfam	19
ENSP00000482836	pfam_whole	19
ENSP00000482836	pfam	14
ENSP00000482836	pfam_whole	19
ENSP00000350512	pfam	16
ENSP00000350512	pfam_whole	32
ENSP00000219313	pfam	17
ENSP00000219313	pfam_whole	17
ENSP00000304102	pfam	10
ENSP00000304102	pfam_whole	10
ENSP00000472415	pfam	9
ENSP00000472415	pfam_whole	9
ENSP00000316240	pfam	21
ENSP00000316240	pfam_whole	58
ENSP00000356233	pfam	14
ENSP00000356233	pfam_whole	168
ENSP00000334181	pfam	17
ENSP00000334181	pfam_whole	31
ENSP00000366271	pfam	31
ENSP00000366271	pfam_whole	402
ENSP00000356233	pfam	3
ENSP00000356233	pfam_whole	168
ENSP00000334181	pfam	8
ENSP00000334181	pfam_whole	31
ENSP00000298048	pfam	8
ENSP00000298048	pfam_whole	245
ENSP00000256759	pfam	0
ENSP00000256759	pfam_whole	190
ENSP00000256759	pfam	0
ENSP00000256759	pfam_whole	190
ENSP00000256759	pfam	0
ENSP00000256759	pfam_whole	190
